f_D,j_C_C,j_C_H,Re_C,Re_C_std,Re_H,Re_H_std,rmsd_fiber,rmsd_TC,rmsd_DP,rmsd_Tout,rmsd_qdot,DP_C,DP_H,T_C_out,T_H_out,qdot_C,qdot_H
0.0100,1.0000e-04,1.9953e-04,5.1288e+03,973.1194,7.2267e+03,1.0969e+03,156.2043,173.5509,5.6145e+04,312.3533,2.1233e+04,234.9441,2.3275e+03,54.7213,374.9962,3.7546e+03,-3.7462e+03
0.0100,1.0000e-04,3.9811e-04,5.3109e+03,1.0822e+03,7.2685e+03,1.1039e+03,179.1451,182.9926,5.6154e+04,305.8430,2.0632e+04,243.9675,2.3083e+03,57.2873,364.7886,4.3550e+03,-4.3477e+03
0.0100,1.9953e-04,1.0000e-04,5.1598e+03,988.6015,7.2342e+03,1.1011e+03,132.5361,175.7895,5.6147e+04,311.2417,2.1126e+04,236.4646,2.3238e+03,55.2200,373.3154,3.8642e+03,-3.8513e+03
0.0100,0.0501,3.9811e-04,7.0567e+03,1.9847e+03,8.1972e+03,1.4636e+03,144.7494,166.9933,5.6317e+04,167.5256,1.0804e+04,446.1000,1.9380e+03,169.4098,198.3987,1.4189e+04,-1.4170e+04
2.5119,7.9433e-04,1.0000e-04,5.5631e+03,1.2513e+03,7.3258e+03,1.1240e+03,161.5702,202.3245,3.6967e+05,298.5413,1.9977e+04,6.4578e+04,5.9425e+05,60.9100,353.9611,5.0151e+03,-4.9975e+03
2.5119,7.9433e-04,1.9953e-04,6.3876e+03,1.7633e+03,7.5282e+03,1.1834e+03,124.2020,156.8781,3.5385e+05,266.1560,1.7328e+04,7.8874e+04,5.7088e+05,80.9030,309.0374,7.6676e+03,-7.6434e+03
2.5119,7.9433e-04,3.9811e-04,6.9620e+03,1.9651e+03,7.7274e+03,1.2568e+03,89.6981,111.5514,3.4039e+05,230.3388,1.4783e+04,9.5358e+04,5.5010e+05,109.8972,265.6566,1.0218e+04,-1.0183e+04
2.5119,7.9433e-04,7.9433e-04,7.2672e+03,1.9876e+03,7.8745e+03,1.3247e+03,87.5259,88.7686,3.3210e+05,200.9390,1.2851e+04,1.0994e+05,5.3626e+05,136.4299,232.7213,1.2156e+04,-1.2110e+04
2.5119,7.9433e-04,0.0016,7.4159e+03,1.9604e+03,7.9619e+03,1.3733e+03,104.5936,84.7959,3.2814e+05,181.5319,1.1611e+04,1.2053e+05,5.2881e+05,154.7430,211.7711,1.3401e+04,-1.3345e+04
2.5119,7.9433e-04,0.0032,7.4876e+03,1.9325e+03,8.0075e+03,1.4023e+03,119.9926,87.6811,3.2656e+05,170.2978,1.0897e+04,1.2721e+05,5.2527e+05,165.5821,199.8820,1.4118e+04,-1.4055e+04
2.5119,7.9433e-04,0.0063,7.5226e+03,1.9144e+03,8.0298e+03,1.4184e+03,129.7090,91.0687,3.2597e+05,164.2459,1.0511e+04,1.3103e+05,5.2365e+05,171.4992,193.5583,1.4506e+04,-1.4438e+04
2.5119,7.9433e-04,0.0126,7.5396e+03,1.9041e+03,8.0404e+03,1.4271e+03,135.1471,93.3652,3.2576e+05,161.1027,1.0310e+04,1.3310e+05,5.2291e+05,174.5981,190.3023,1.4708e+04,-1.4639e+04
2.5119,7.9433e-04,0.0251,7.5479e+03,1.8986e+03,8.0456e+03,1.4318e+03,138.0335,94.6563,3.2567e+05,159.4998,1.0206e+04,1.3417e+05,5.2256e+05,176.1872,188.6520,1.4811e+04,-1.4744e+04
2.5119,7.9433e-04,0.0501,7.5521e+03,1.8957e+03,8.0481e+03,1.4342e+03,139.5245,95.3272,3.2563e+05,158.6902,1.0153e+04,1.3472e+05,5.2239e+05,176.9930,187.8223,1.4863e+04,-1.4799e+04
0.0100,0.0501,7.9433e-04,7.0464e+03,1.9306e+03,8.7765e+03,1.7684e+03,109.7123,115.9293,5.6411e+04,96.1655,6.3289e+03,532.5062,1.7400e+03,241.6301,126.3442,1.8688e+04,-1.8623e+04
