f_D,j_C_C,j_C_H,Re_C,Re_C_std,Re_H,Re_H_std,rmsd_fiber,rmsd_TC,rmsd_DP,rmsd_Tout,rmsd_qdot,DP_C,DP_H,T_C_out,T_H_out,qdot_C,qdot_H
0.0100,1.0000e-04,1.9953e-04,7.8546e+03,1.7127e+03,1.1941e+04,1.8225e+03,114.3323,134.0527,1.1661e+05,235.3623,2.5050e+04,557.0278,5.1009e+03,65.4052,309.5178,6.2528e+03,-6.2348e+03
0.0100,1.0000e-04,3.9811e-04,8.2663e+03,1.9330e+03,1.2066e+04,1.8499e+03,130.2350,132.5965,1.1665e+05,224.4695,2.3638e+04,589.1748,5.0231e+03,70.5788,293.7219,7.6652e+03,-7.6471e+03
0.0100,1.9953e-04,1.0000e-04,7.6528e+03,1.5956e+03,1.1880e+04,1.8115e+03,113.1588,154.7479,1.1659e+05,240.5499,2.5735e+04,542.5192,5.1390e+03,63.2507,317.2403,5.5693e+03,-5.5474e+03
0.0100,0.0501,3.9811e-04,1.0096e+04,2.8244e+03,1.3236e+04,2.2919e+03,112.6796,141.2086,1.1700e+05,129.1727,1.3235e+04,864.8708,4.3645e+03,145.1131,178.7978,1.8078e+04,-1.8043e+04
2.5119,7.9433e-04,1.0000e-04,8.0845e+03,1.8220e+03,1.1614e+04,1.8495e+03,136.4591,178.1349,7.3273e+05,232.3753,2.4545e+04,1.4418e+05,1.1900e+06,67.4708,305.7419,6.7305e+03,-6.7671e+03
2.5119,7.9433e-04,1.9953e-04,9.1752e+03,2.4365e+03,1.1950e+04,1.9225e+03,114.1783,151.4445,7.1912e+05,199.5575,2.0439e+04,1.7046e+05,1.1683e+06,87.1017,261.2776,1.0790e+04,-1.0919e+04
2.5119,7.9433e-04,3.9811e-04,9.9954e+03,2.7921e+03,1.2404e+04,2.1322e+03,85.0388,115.1277,7.0184e+05,158.1678,1.5987e+04,2.0351e+05,1.1396e+06,119.6843,211.4577,1.5308e+04,-1.5307e+04
2.5119,7.9433e-04,7.9433e-04,1.0384e+04,2.8732e+03,1.2921e+04,2.4092e+03,62.1447,81.6918,6.8451e+05,118.6956,1.1961e+04,2.3367e+05,1.1101e+06,154.8895,167.5630,1.9263e+04,-1.9403e+04
2.5119,7.9433e-04,0.0016,1.0518e+04,2.8660e+03,1.3426e+04,2.6051e+03,55.0548,59.0421,6.6954e+05,89.3117,9.1370e+03,2.5553e+05,1.0843e+06,182.5319,136.1659,2.2114e+04,-2.2203e+04
2.5119,7.9433e-04,0.0032,1.0554e+04,2.8504e+03,1.3771e+04,2.7759e+03,57.7615,46.5380,6.5855e+05,70.9728,7.4313e+03,2.6919e+05,1.0655e+06,200.3978,117.1370,2.3900e+04,-2.3836e+04
2.5119,7.9433e-04,0.0063,1.0560e+04,2.8413e+03,1.3980e+04,2.8534e+03,61.7942,41.2275,6.5121e+05,60.7938,6.4218e+03,2.7692e+05,1.0531e+06,210.6912,106.9790,2.4917e+04,-2.4841e+04
2.5119,7.9433e-04,0.0126,1.0559e+04,2.8362e+03,1.4088e+04,2.8870e+03,64.6399,38.7128,6.4789e+05,55.2636,5.8787e+03,2.8104e+05,1.0473e+06,216.2398,101.3875,2.5462e+04,-2.5384e+04
2.5119,7.9433e-04,0.0251,1.0557e+04,2.8342e+03,1.4135e+04,2.9154e+03,66.2724,37.8012,6.4534e+05,52.5267,5.6102e+03,2.8316e+05,1.0430e+06,219.1242,98.7920,2.5744e+04,-2.5641e+04
2.5119,7.9433e-04,0.0501,1.0556e+04,2.8331e+03,1.4174e+04,2.9260e+03,67.1566,37.4029,6.4413e+05,51.1135,5.4349e+03,2.8423e+05,1.0410e+06,220.5984,97.4316,2.5888e+04,-2.5845e+04
0.0100,0.0501,7.9433e-04,1.0268e+04,2.8490e+03,1.4085e+04,2.6916e+03,85.4734,101.0378,1.1725e+05,69.5276,7.3174e+03,1.0125e+03,3.9249e+03,203.2395,117.3381,2.4032e+04,-2.3934e+04
2.5119,7.9433e-04,0.1000,1.0555e+04,2.8325e+03,1.4195e+04,2.9198e+03,67.6180,37.2111,6.4353e+05,50.3985,5.3760e+03,2.8478e+05,1.0400e+06,221.3446,96.7434,2.5960e+04,-2.5892e+04
2.5119,0.0016,1.0000e-04,8.1562e+03,1.8522e+03,1.1624e+04,1.8514e+03,143.2993,185.0732,7.3233e+05,230.4403,2.4288e+04,1.4559e+05,1.1893e+06,68.5731,303.0972,6.9718e+03,-7.0386e+03
2.5119,0.0016,1.9953e-04,9.3005e+03,2.4977e+03,1.2009e+04,1.9597e+03,123.6532,160.8708,7.1694e+05,193.9473,1.9799e+04,1.7462e+05,1.1647e+06,91.3824,254.4333,1.1413e+04,-1.1576e+04
2.5119,0.0016,3.9811e-04,1.0104e+04,2.8287e+03,1.2582e+04,2.2205e+03,94.6865,124.4083,6.9569e+05,145.2592,1.4624e+04,2.1181e+05,1.1296e+06,131.2279,197.1720,1.6595e+04,-1.6744e+04
2.5119,0.0016,7.9433e-04,1.0394e+04,2.8769e+03,1.3376e+04,2.5689e+03,64.8449,85.9488,6.7030e+05,96.7488,9.9226e+03,2.4557e+05,1.0874e+06,175.7352,144.3606,2.1345e+04,-2.1401e+04
