f_D,j_C_C,j_C_H,Re_C,Re_C_std,Re_H,Re_H_std,rmsd_fiber,rmsd_TC,rmsd_DP,rmsd_Tout,rmsd_qdot,DP_C,DP_H,T_C_out,T_H_out,qdot_C,qdot_H
0.0100,1.0000e-04,1.9953e-04,9.2136e+03,1.9143e+03,1.2242e+04,1.8685e+03,136.9373,157.7716,1.8026e+05,282.1540,3.0627e+04,728.3687,8.0365e+03,82.0611,374.0018,8.0279e+03,-8.0067e+03
0.0100,1.0000e-04,3.9811e-04,9.6419e+03,2.1351e+03,1.2357e+04,1.8931e+03,158.3063,159.9367,1.8032e+05,269.8011,2.8991e+04,771.9338,7.9334e+03,89.5160,357.5377,9.6641e+03,-9.6438e+03
0.0100,1.9953e-04,1.0000e-04,9.0258e+03,1.8148e+03,1.2195e+04,1.8617e+03,133.7319,178.3363,1.8024e+05,287.2060,3.1316e+04,711.0641,8.0786e+03,79.3769,381.0067,7.3417e+03,-7.3144e+03
0.0100,0.0501,3.9811e-04,1.1242e+04,2.7803e+03,1.3706e+04,2.4404e+03,129.8132,155.3673,1.8095e+05,145.9121,1.5043e+04,1.1463e+03,6.8846e+03,194.4505,216.7262,2.3638e+04,-2.3583e+04
2.5119,7.9433e-04,1.0000e-04,9.5984e+03,2.1194e+03,1.0718e+04,1.6803e+03,161.7613,205.0676,2.3430e+05,277.0093,2.9332e+04,1.9291e+05,5.6179e+05,88.5157,369.8502,9.3060e+03,-9.3180e+03
2.5119,7.9433e-04,1.9953e-04,1.0681e+04,2.6302e+03,1.0835e+04,1.6948e+03,130.4291,168.2086,2.3072e+05,236.0367,2.3873e+04,2.3206e+05,5.3879e+05,121.3039,321.8551,1.4778e+04,-1.4768e+04
2.5119,7.9433e-04,3.9811e-04,1.1353e+04,2.7824e+03,1.0910e+04,1.6995e+03,96.3739,125.1459,2.3396e+05,187.0208,1.7868e+04,2.7924e+05,5.1401e+05,168.3801,270.7623,2.0802e+04,-2.0763e+04
2.5119,7.9433e-04,7.9433e-04,1.1622e+04,2.7330e+03,1.0898e+04,1.6935e+03,79.6501,91.3364,2.4308e+05,143.3109,1.2617e+04,3.2288e+05,4.9287e+05,214.8478,228.3812,2.6076e+04,-2.6004e+04
2.5119,7.9433e-04,0.0016,1.1696e+04,2.6575e+03,1.0826e+04,1.7000e+03,84.2966,74.2180,2.5332e+05,112.7968,8.8406e+03,3.5571e+05,4.7812e+05,249.8215,199.7741,2.9879e+04,-2.9774e+04
2.5119,7.9433e-04,0.0032,1.1709e+04,2.6052e+03,1.0746e+04,1.7234e+03,94.6611,69.3315,2.6145e+05,94.7779,6.4784e+03,3.7695e+05,4.6952e+05,271.8734,182.8949,3.2247e+04,-3.2153e+04
2.5119,7.9433e-04,0.0063,1.1710e+04,2.5757e+03,1.0692e+04,1.7488e+03,102.5652,69.2154,2.6667e+05,85.1034,5.1551e+03,3.8935e+05,4.6482e+05,284.4071,173.6815,3.3591e+04,-3.3480e+04
2.5119,7.9433e-04,0.0126,1.1707e+04,2.5600e+03,1.0659e+04,1.7686e+03,107.2851,69.9980,2.6975e+05,80.1245,4.4473e+03,3.9613e+05,4.6259e+05,291.0956,168.8313,3.4308e+04,-3.4196e+04
2.5119,7.9433e-04,0.0251,1.1705e+04,2.5520e+03,1.0641e+04,1.7803e+03,109.8826,70.6180,2.7138e+05,77.6086,4.0791e+03,3.9968e+05,4.6142e+05,294.5786,166.3494,3.4681e+04,-3.4571e+04
2.5119,7.9433e-04,0.0501,1.1704e+04,2.5480e+03,1.0632e+04,1.7865e+03,111.2510,70.9787,2.7224e+05,76.3455,3.8912e+03,4.0150e+05,4.6084e+05,296.3553,165.0926,3.4871e+04,-3.4764e+04
0.0100,0.0501,7.9433e-04,1.1251e+04,2.7407e+03,1.4726e+04,2.9987e+03,96.5381,107.8452,1.8134e+05,75.0319,7.6864e+03,1.3254e+03,6.2394e+03,262.5018,143.1025,3.1053e+04,-3.0922e+04
2.5119,7.9433e-04,0.1000,1.1704e+04,2.5459e+03,1.0627e+04,1.7896e+03,111.9569,71.1696,2.7267e+05,75.7131,3.7975e+03,4.0242e+05,4.6055e+05,297.2539,164.4607,3.4966e+04,-3.4859e+04
2.5119,0.0016,1.0000e-04,9.6844e+03,2.1612e+03,1.0728e+04,1.6821e+03,170.9557,214.2143,2.3373e+05,274.1969,2.8956e+04,1.9539e+05,5.6002e+05,90.6618,366.4747,9.6852e+03,-9.6912e+03
2.5119,0.0016,1.9953e-04,1.0801e+04,2.6758e+03,1.0854e+04,1.6979e+03,142.1211,179.0328,2.3023e+05,227.9612,2.2881e+04,2.3893e+05,5.3424e+05,128.8547,313.2764,1.5767e+04,-1.5763e+04
2.5119,0.0016,3.9811e-04,1.1434e+04,2.7876e+03,1.0923e+04,1.6994e+03,104.2007,132.0176,2.3500e+05,169.6134,1.5811e+04,2.9375e+05,5.0426e+05,186.7719,253.8815,2.2861e+04,-2.2821e+04
2.5119,0.0016,7.9433e-04,1.1611e+04,2.7013e+03,1.0845e+04,1.6902e+03,72.6343,87.6799,2.4802e+05,115.7134,9.2448e+03,3.4703e+05,4.7683e+05,246.7840,202.7524,2.9469e+04,-2.9373e+04
2.5119,0.0016,0.0016,1.1598e+04,2.6108e+03,1.0655e+04,1.7329e+03,62.9979,57.5711,2.6387e+05,78.5209,4.2576e+03,3.8964e+05,4.5734e+05,293.9713,167.5006,3.4506e+04,-3.4385e+04
2.5119,0.0016,0.0032,1.1545e+04,2.5549e+03,1.0470e+04,1.8297e+03,69.5171,43.6290,2.7759e+05,58.9005,1.2097e+03,4.1913e+05,4.4654e+05,324.7704,146.2918,3.7781e+04,-3.7626e+04
2.5119,0.0016,0.0063,1.1501e+04,2.5250e+03,1.0345e+04,1.9173e+03,77.9619,39.8339,2.8710e+05,50.7732,1.2379e+03,4.3742e+05,4.4129e+05,342.5995,134.4434,3.9684e+04,-3.9509e+04
2.5119,0.0016,0.0126,1.1472e+04,2.5100e+03,1.0273e+04,1.9736e+03,83.8213,39.6056,2.9302e+05,47.8947,2.1492e+03,4.4788e+05,4.3934e+05,352.2781,128.1342,4.0720e+04,-4.0565e+04
2.5119,0.0016,0.0251,1.1456e+04,2.5026e+03,1.0236e+04,2.0057e+03,87.2468,40.0128,2.9622e+05,46.9108,2.6650e+03,4.5352e+05,4.3820e+05,357.3333,124.8715,4.1261e+04,-4.1116e+04
0.0100,0.0501,0.0016,1.0954e+04,2.7213e+03,1.5767e+04,3.5780e+03,72.7768,69.7675,1.8175e+05,22.4142,2.1169e+03,1.4143e+03,5.6054e+03,316.5727,90.7602,3.6756e+04,-3.6580e+04
2.5119,0.0016,0.0501,1.1448e+04,2.4988e+03,1.0217e+04,2.0225e+03,89.1021,40.3484,2.9791e+05,46.5559,2.9312e+03,4.5646e+05,4.3765e+05,359.9199,123.2114,4.1538e+04,-4.1393e+04
2.5119,0.0016,0.1000,1.1443e+04,2.4969e+03,1.0208e+04,2.0311e+03,90.0714,40.5468,2.9878e+05,46.4159,3.0661e+03,4.5797e+05,4.3738e+05,361.2300,122.3734,4.1678e+04,-4.1532e+04
2.5119,0.0032,1.0000e-04,9.7286e+03,2.1827e+03,1.0733e+04,1.6828e+03,176.3031,220.0137,2.3354e+05,272.6222,2.8744e+04,1.9676e+05,5.5921e+05,91.8992,364.6130,9.8864e+03,-9.9131e+03
2.5119,0.0032,1.9953e-04,1.0859e+04,2.6987e+03,1.0865e+04,1.6998e+03,149.7956,186.5446,2.2998e+05,223.2789,2.2319e+04,2.4278e+05,5.3162e+05,133.3532,308.3999,1.6325e+04,-1.6332e+04
2.5119,0.0032,3.9811e-04,1.1459e+04,2.7881e+03,1.0925e+04,1.6984e+03,112.0848,138.3355,2.3569e+05,159.2050,1.4586e+04,3.0212e+05,4.9822e+05,198.0857,243.9785,2.4083e+04,-2.4051e+04
2.5119,0.0032,7.9433e-04,1.1574e+04,2.6851e+03,1.0783e+04,1.6943e+03,74.7107,88.6520,2.5145e+05,99.1598,7.1365e+03,3.6155e+05,4.6649e+05,267.1870,187.4487,3.1590e+04,-3.1487e+04
2.5119,0.0032,0.0016,1.1491e+04,2.5912e+03,1.0477e+04,1.7994e+03,54.3551,50.4149,2.7202e+05,60.0642,1.3993e+03,4.1138e+05,4.4423e+05,323.1391,147.7795,3.7528e+04,-3.7394e+04
2.5119,0.0032,0.0032,1.1376e+04,2.5355e+03,1.0194e+04,1.9840e+03,56.0790,28.4207,2.9133e+05,46.8284,2.9090e+03,4.4828e+05,4.3321e+05,360.6648,123.2905,4.1518e+04,-4.1364e+04
