f_D,j_C_C,j_C_H,Re_C,Re_C_std,Re_H,Re_H_std,rmsd_fiber,rmsd_TC,rmsd_DP,rmsd_Tout,rmsd_qdot,DP_C,DP_H,T_C_out,T_H_out,qdot_C,qdot_H
0.0100,1.0000e-04,1.9953e-04,8.0980e+03,1.8079e+03,1.0700e+04,1.6355e+03,140.4518,164.2407,1.3508e+05,295.7837,2.8567e+04,562.6830,5.9546e+03,75.9678,376.9739,7.4587e+03,-7.4387e+03
0.0100,1.0000e-04,3.9811e-04,8.5283e+03,2.0316e+03,1.0807e+04,1.6593e+03,160.6140,164.9438,1.3513e+05,282.8149,2.7017e+04,600.7919,5.8730e+03,83.5496,359.3094,9.0099e+03,-8.9895e+03
0.0100,1.9953e-04,1.0000e-04,7.8850e+03,1.6737e+03,1.0652e+04,1.6275e+03,142.1202,187.8951,1.3506e+05,301.5027,2.9272e+04,545.7702,5.9914e+03,73.0245,385.0659,6.7563e+03,-6.7312e+03
0.0100,0.0501,3.9811e-04,1.0029e+04,2.6285e+03,1.2005e+04,2.1524e+03,138.1575,163.3672,1.3558e+05,155.9783,1.4425e+04,920.7798,5.0788e+03,191.9340,215.3385,2.1615e+04,-2.1574e+04
2.5119,7.9433e-04,1.0000e-04,8.4170e+03,1.9748e+03,9.7201e+03,1.5380e+03,172.1164,216.5612,4.0524e+05,291.0717,2.7619e+04,1.4845e+05,7.5249e+05,81.1693,372.6444,8.3940e+03,-8.3995e+03
2.5119,7.9433e-04,1.9953e-04,9.4792e+03,2.4919e+03,9.8534e+03,1.5412e+03,140.2715,178.5959,3.9635e+05,248.8087,2.2695e+04,1.8147e+05,7.3388e+05,113.6467,321.7396,1.3340e+04,-1.3305e+04
2.5119,7.9433e-04,3.9811e-04,1.0122e+04,2.6352e+03,9.9529e+03,1.5335e+03,103.8732,133.2710,3.8934e+05,197.6141,1.7221e+04,2.2152e+05,7.1360e+05,161.7993,267.6721,1.8761e+04,-1.8831e+04
2.5119,7.9433e-04,7.9433e-04,1.0367e+04,2.5790e+03,9.9597e+03,1.5382e+03,82.8911,96.7242,3.8531e+05,151.6818,1.2596e+04,2.5835e+05,6.9527e+05,209.5572,223.0372,2.3495e+04,-2.3356e+04
2.5119,7.9433e-04,0.0016,1.0431e+04,2.5041e+03,9.8989e+03,1.5783e+03,83.6071,76.8457,3.8479e+05,119.3371,9.2182e+03,2.8581e+05,6.8328e+05,245.4528,193.0835,2.6908e+04,-2.6709e+04
2.5119,7.9433e-04,0.0032,1.0438e+04,2.4551e+03,9.8258e+03,1.6372e+03,91.9151,69.7972,3.8520e+05,99.9291,7.1098e+03,3.0347e+05,6.7575e+05,268.0609,175.4452,2.9035e+04,-2.8809e+04
2.5119,7.9433e-04,0.0063,1.0434e+04,2.4281e+03,9.7753e+03,1.6848e+03,98.9208,68.4370,3.8603e+05,89.3111,5.9234e+03,3.1373e+05,6.7197e+05,280.9158,165.8209,3.0242e+04,-2.9986e+04
2.5119,7.9433e-04,0.0126,1.0430e+04,2.4143e+03,9.7430e+03,1.7141e+03,103.2075,68.5561,3.8666e+05,83.7691,5.2767e+03,3.1929e+05,6.7011e+05,287.7853,160.7636,3.0886e+04,-3.0640e+04
2.5119,7.9433e-04,0.0251,1.0427e+04,2.4074e+03,9.7267e+03,1.7301e+03,105.5831,68.8640,3.8707e+05,80.9377,4.9202e+03,3.2220e+05,6.6924e+05,291.3472,158.1648,3.1220e+04,-3.1018e+04
2.5119,7.9433e-04,0.0501,1.0425e+04,2.4034e+03,9.7155e+03,1.7466e+03,106.8026,69.0729,3.8720e+05,79.4940,4.7215e+03,3.2372e+05,6.6864e+05,293.1768,156.8338,3.1392e+04,-3.1240e+04
0.0100,0.0501,7.9433e-04,1.0016e+04,2.5765e+03,1.2915e+04,2.6543e+03,103.4753,113.3417,1.3587e+05,82.3410,7.6869e+03,1.0765e+03,4.5845e+03,263.5101,139.6546,2.8396e+04,-2.8284e+04
2.5119,7.9433e-04,0.1000,1.0425e+04,2.4022e+03,9.7087e+03,1.7431e+03,107.4412,69.1753,3.8746e+05,78.7784,4.5863e+03,3.2444e+05,6.6867e+05,294.0849,156.1710,3.1477e+04,-3.1418e+04
2.5119,0.0016,1.0000e-04,8.4958e+03,2.0128e+03,9.7314e+03,1.5402e+03,181.2484,225.6965,4.0431e+05,288.3300,2.7295e+04,1.5041e+05,7.5088e+05,83.1473,369.2403,8.7191e+03,-8.7222e+03
2.5119,0.0016,1.9953e-04,9.5908e+03,2.5348e+03,9.8788e+03,1.5407e+03,152.4651,189.9783,3.9437e+05,240.7345,2.1860e+04,1.8707e+05,7.2981e+05,121.0136,313.0117,1.4193e+04,-1.4122e+04
2.5119,0.0016,3.9811e-04,1.0190e+04,2.6370e+03,9.9785e+03,1.5405e+03,113.5852,141.4107,3.8593e+05,179.9295,1.5498e+04,2.3322e+05,7.0497e+05,180.0194,250.3755,2.0542e+04,-2.0500e+04
2.5119,0.0016,7.9433e-04,1.0346e+04,2.5487e+03,9.9240e+03,1.5682e+03,79.6551,95.1805,3.8186e+05,123.2265,9.6968e+03,2.7746e+05,6.8237e+05,241.1383,196.7222,2.6425e+04,-2.6233e+04
2.5119,0.0016,0.0016,1.0322e+04,2.4657e+03,9.7655e+03,1.6781e+03,65.1848,62.7763,3.8222e+05,82.7330,5.2008e+03,3.1214e+05,6.6674e+05,289.0013,159.7674,3.0905e+04,-3.0764e+04
