f_D,j_C_C,j_C_H,Re_C,Re_C_std,Re_H,Re_H_std,rmsd_fiber,rmsd_TC,rmsd_DP,rmsd_Tout,rmsd_qdot,DP_C,DP_H,T_C_out,T_H_out,qdot_C,qdot_H
0.0100,1.0000e-04,1.9953e-04,4.9971e+03,960.5522,6.7752e+03,1.0269e+03,130.0624,172.4919,4.3222e+04,304.7895,1.9944e+04,215.8363,1.7303e+03,62.8360,378.6126,2.7443e+03,-2.7348e+03
0.0100,1.0000e-04,3.9811e-04,5.3615e+03,1.1292e+03,6.8563e+03,1.0439e+03,118.4853,153.1246,4.3235e+04,290.6798,1.8763e+04,233.2395,1.6992e+03,69.5759,357.6270,3.9265e+03,-3.9147e+03
0.0100,1.9953e-04,1.0000e-04,4.6773e+03,779.0885,6.7191e+03,1.0161e+03,170.3260,211.8270,4.3213e+04,314.6724,2.0793e+04,202.7735,1.7525e+03,58.6744,393.6489,1.8950e+03,-1.8866e+03
0.0100,0.0501,3.9811e-04,6.0710e+03,1.4762e+03,7.0849e+03,1.1096e+03,177.3817,212.3087,4.3269e+04,250.6664,1.5829e+04,283.0893,1.6157e+03,97.2559,305.3526,6.8554e+03,-6.8558e+03
2.5119,7.9433e-04,1.0000e-04,4.9658e+03,969.8978,6.7104e+03,1.0260e+03,193.9838,235.5297,2.8091e+05,311.4201,2.0499e+04,5.4078e+04,4.5127e+05,60.2447,388.8956,2.1918e+03,-2.1775e+03
2.5119,7.9433e-04,1.9953e-04,5.5832e+03,1.2713e+03,6.8000e+03,1.0559e+03,183.6244,224.0503,2.7474e+05,291.7002,1.8839e+04,6.1793e+04,4.4199e+05,69.7781,359.8071,3.8576e+03,-3.8317e+03
2.5119,7.9433e-04,3.9811e-04,6.2596e+03,1.5688e+03,6.9454e+03,1.1109e+03,165.3590,202.0861,2.6557e+05,260.7145,1.6471e+04,7.4263e+04,4.2774e+05,89.7779,318.0514,6.2391e+03,-6.1889e+03
2.5119,7.9433e-04,7.9433e-04,6.7170e+03,1.6752e+03,7.1442e+03,1.1950e+03,139.0694,167.8574,2.5436e+05,219.4677,1.3688e+04,8.9516e+04,4.0958e+05,123.4983,268.8218,9.0454e+03,-8.9484e+03
2.5119,7.9433e-04,0.0016,6.8944e+03,1.6347e+03,7.3704e+03,1.2975e+03,111.9105,130.4745,2.4288e+05,176.1795,1.1016e+04,1.0362e+05,3.9036e+05,163.4241,221.5470,1.1744e+04,-1.1597e+04
2.5119,7.9433e-04,0.0032,6.9146e+03,1.5719e+03,7.5860e+03,1.3936e+03,91.2216,99.0939,2.3259e+05,139.6860,8.8497e+03,1.1399e+05,3.7292e+05,199.0078,183.6073,1.3929e+04,-1.3748e+04
2.5119,7.9433e-04,0.0063,6.8830e+03,1.5344e+03,7.7607e+03,1.4628e+03,79.1501,77.0420,2.2431e+05,113.5097,7.3059e+03,1.2040e+05,3.5898e+05,225.3527,157.2111,1.5481e+04,-1.5287e+04
2.5119,7.9433e-04,0.0126,6.8451e+03,1.5202e+03,7.8840e+03,1.5028e+03,73.5057,63.2514,2.1827e+05,96.7072,6.3095e+03,1.2388e+05,3.4899e+05,242.6656,140.6855,1.6481e+04,-1.6282e+04
2.5119,7.9433e-04,0.0251,6.8145e+03,1.5185e+03,7.9623e+03,1.5238e+03,71.3597,55.3347,2.1424e+05,86.7199,5.7132e+03,1.2560e+05,3.4244e+05,253.1517,131.0829,1.7081e+04,-1.6877e+04
2.5119,7.9433e-04,0.0501,6.7935e+03,1.5211e+03,8.0082e+03,1.5357e+03,70.7680,51.0617,2.1175e+05,81.0934,5.3778e+03,1.2639e+05,3.3846e+05,259.1425,125.7737,1.7421e+04,-1.7209e+04
0.0100,0.0501,7.9433e-04,6.5495e+03,1.6354e+03,7.4370e+03,1.2382e+03,150.4245,175.0371,4.3316e+04,189.5395,1.1922e+04,354.2897,1.4984e+03,150.8431,235.8898,1.0769e+04,-1.0756e+04
2.5119,7.9433e-04,0.1000,6.7803e+03,1.5241e+03,8.0337e+03,1.5425e+03,70.7319,48.8567,2.1030e+05,78.0373,5.1993e+03,1.2675e+05,3.3618e+05,262.4257,122.9272,1.7607e+04,-1.7382e+04
2.5119,0.0016,1.0000e-04,4.9891e+03,982.6872,6.7123e+03,1.0267e+03,196.8157,238.3835,2.8078e+05,310.8282,2.0450e+04,5.4334e+04,4.5108e+05,60.5360,388.0342,2.2408e+03,-2.2270e+03
