f_D,j_C_C,j_C_H,Re_C,Re_C_std,Re_H,Re_H_std,rmsd_fiber,rmsd_TC,rmsd_DP,rmsd_Tout,rmsd_qdot,DP_C,DP_H,T_C_out,T_H_out,qdot_C,qdot_H
0.0100,1.0000e-04,1.9953e-04,3.1326e+03,634.5390,3.4303e+03,522.8212,125.4388,156.3363,1.2353e+04,320.5988,1.0537e+04,72.8343,429.8521,82.8555,379.7774,2.4615e+03,-2.4544e+03
0.0100,1.0000e-04,3.9811e-04,3.2557e+03,681.8056,3.4583e+03,528.5713,142.1959,158.7088,1.2354e+04,308.1287,1.0063e+04,77.7839,424.5731,91.7492,363.5918,2.9362e+03,-2.9289e+03
0.0100,1.9953e-04,1.0000e-04,3.0656e+03,609.3480,3.4180e+03,521.0392,148.6666,187.6256,1.2352e+04,326.1557,1.0759e+04,70.5411,432.1273,79.2922,387.3654,2.2405e+03,-2.2324e+03
0.0100,0.0501,3.9811e-04,3.5497e+03,765.7397,3.7935e+03,655.2686,148.1315,162.2988,1.2372e+04,178.9779,5.9065e+03,116.6710,366.8078,211.0434,222.8931,7.0999e+03,-7.0816e+03
2.5119,7.9433e-04,1.0000e-04,3.1707e+03,658.4081,3.4486e+03,529.1155,187.6741,222.6832,6.5894e+04,314.3910,1.0305e+04,1.8746e+04,1.0758e+05,87.5873,372.0477,2.6956e+03,-2.6842e+03
2.5119,7.9433e-04,1.9953e-04,3.4348e+03,755.2293,3.5540e+03,559.8952,150.7587,180.1629,6.2779e+04,270.4947,8.7594e+03,2.2571e+04,1.0269e+05,123.4302,319.4858,4.2453e+03,-4.2276e+03
2.5119,7.9433e-04,3.9811e-04,3.5633e+03,764.3084,3.6787e+03,605.8753,107.6661,132.8305,5.9576e+04,218.4613,7.1003e+03,2.6873e+04,9.7352e+04,171.8471,263.0876,5.9101e+03,-5.8828e+03
2.5119,7.9433e-04,7.9433e-04,3.5928e+03,742.7409,3.7945e+03,657.0844,75.2827,95.0956,5.6957e+04,171.9785,5.6727e+03,3.0627e+04,9.2669e+04,217.5774,215.2283,7.3443e+03,-7.3061e+03
2.5119,7.9433e-04,0.0016,3.5864e+03,724.7614,3.8785e+03,697.8143,63.1405,72.2165,5.5189e+04,138.7431,4.6504e+03,3.3332e+04,8.9286e+04,251.3128,182.0691,8.3725e+03,-8.3250e+03
2.5119,7.9433e-04,0.0032,3.5749e+03,714.7274,3.9281e+03,722.2611,64.1733,61.5545,5.4152e+04,118.3463,4.0126e+03,3.5038e+04,8.7180e+04,272.5309,162.2801,9.0145e+03,-8.9610e+03
2.5119,7.9433e-04,0.0063,3.5662e+03,709.8470,3.9537e+03,734.8297,67.9516,57.6009,5.3594e+04,106.9483,3.6500e+03,3.6019e+04,8.5993e+04,284.6083,151.4806,9.3796e+03,-9.3228e+03
2.5119,7.9433e-04,0.0126,3.5609e+03,707.5917,3.9662e+03,741.0235,70.8386,56.2924,5.3306e+04,100.9025,3.4550e+03,3.6548e+04,8.5362e+04,291.0891,145.8445,9.5755e+03,-9.5178e+03
2.5119,7.9433e-04,0.0251,3.5579e+03,706.5675,3.9723e+03,744.0642,72.5632,55.8501,5.3161e+04,97.7840,3.3534e+03,3.6825e+04,8.5037e+04,294.4564,142.9686,9.6772e+03,-9.6199e+03
2.5119,7.9433e-04,0.0501,3.5564e+03,706.0843,3.9753e+03,745.5621,73.5022,55.6809,5.3087e+04,96.1984,3.3011e+03,3.6966e+04,8.4872e+04,296.1750,141.5148,9.7291e+03,-9.6728e+03
0.0100,0.0501,7.9433e-04,3.5082e+03,744.0287,3.9980e+03,754.3277,109.5774,109.2683,1.2384e+04,107.1711,3.6961e+03,136.4764,333.4281,284.8289,152.3235,9.3239e+03,-9.2850e+03
2.5119,7.9433e-04,0.1000,3.5556e+03,705.8501,3.9767e+03,746.3023,73.9927,55.6059,5.3051e+04,95.3980,3.2742e+03,3.7038e+04,8.4788e+04,297.0447,140.7836,9.7553e+03,-9.7003e+03
2.5119,0.0016,1.0000e-04,3.1901e+03,667.0303,3.4556e+03,531.0606,198.1438,233.1235,6.5669e+04,311.6309,1.0205e+04,1.8971e+04,1.0724e+05,89.7157,368.6311,2.7967e+03,-2.7850e+03
2.5119,0.0016,1.9953e-04,3.4549e+03,762.2665,3.5755e+03,567.2810,165.8758,193.5558,6.2162e+04,262.2546,8.4934e+03,2.3167e+04,1.0172e+05,130.9731,310.4451,4.5119e+03,-4.4933e+03
