f_D,j_C_C,j_C_H,Re_C,Re_C_std,Re_H,Re_H_std,rmsd_fiber,rmsd_TC,rmsd_DP,rmsd_Tout,rmsd_qdot,DP_C,DP_H,T_C_out,T_H_out,qdot_C,qdot_H
2.5119,0.0501,0.0501,2.9027e+03,673.7298,3.4609e+03,747.3838,32.9864,13.9719,3.3197e+04,27.5422,1.0367e+03,3.4861e+04,5.1214e+04,445.4050,55.6327,1.2748e+04,-1.2675e+04
2.5119,0.0501,0.1000,2.8890e+03,673.6187,3.4374e+03,749.4549,33.9742,15.1155,3.2750e+04,29.2706,1.0973e+03,3.4653e+04,5.0590e+04,447.7692,54.9727,1.2810e+04,-1.2737e+04
2.5119,0.1000,1.0000e-04,2.8965e+03,616.5016,3.1275e+03,481.6174,209.5147,246.6329,5.3030e+04,308.5552,9.0909e+03,1.5601e+04,8.7105e+04,90.4828,362.8379,2.6053e+03,-2.6026e+03
2.5119,0.1000,1.9953e-04,3.1362e+03,701.8953,3.2531e+03,521.0456,184.9037,213.4902,4.9745e+04,252.7032,7.3742e+03,1.9398e+04,8.1939e+04,138.1347,297.8837,4.3232e+03,-4.3189e+03
2.5119,0.1000,3.9811e-04,3.2089e+03,698.3088,3.4294e+03,593.5304,148.2327,162.9256,4.5801e+04,178.9635,5.3160e+03,2.3927e+04,7.5334e+04,209.4316,220.6274,6.3868e+03,-6.3733e+03
0.0100,0.0501,0.1000,2.8928e+03,673.4864,3.4341e+03,749.4987,32.0820,15.1298,1.0436e+04,29.4397,1.1060e+03,138.8800,202.3874,448.0302,55.0699,1.2819e+04,-1.2745e+04
2.5119,0.1000,7.9433e-04,3.1700e+03,678.1837,3.6168e+03,684.7092,109.8144,109.6859,4.1919e+04,107.1000,3.3222e+03,2.8016e+04,6.8389e+04,283.4074,149.9843,8.3918e+03,-8.3600e+03
2.5119,0.1000,0.0016,3.1001e+03,669.3246,3.7308e+03,733.5616,78.6499,65.7678,3.8689e+04,51.9801,1.6920e+03,3.1067e+04,6.2241e+04,344.7020,101.4410,1.0037e+04,-9.9860e+03
2.5119,0.1000,0.0032,3.0371e+03,667.2536,3.7152e+03,727.6943,57.1356,34.6221,3.6439e+04,16.0031,533.2030,3.3119e+04,5.7654e+04,388.8955,76.0158,1.1228e+04,-1.1163e+04
2.5119,0.1000,0.0063,2.9864e+03,669.5108,3.6315e+03,726.8373,43.7955,16.0847,3.5089e+04,7.3646,331.5344,3.4338e+04,5.4740e+04,417.3264,64.3399,1.1998e+04,-1.1927e+04
2.5119,0.1000,0.0126,2.9457e+03,672.4028,3.5459e+03,738.2438,36.7312,10.7491,3.4214e+04,19.1724,740.3712,3.4883e+04,5.2929e+04,433.9458,58.9458,1.2444e+04,-1.2371e+04
2.5119,0.1000,0.0251,2.9140e+03,673.4555,3.4822e+03,745.3924,34.3967,12.8208,3.3493e+04,25.8056,973.8872,3.4939e+04,5.1666e+04,443.0307,56.3101,1.2684e+04,-1.2611e+04
2.5119,0.1000,0.0501,2.8892e+03,673.2166,3.4379e+03,749.2089,35.3720,14.8910,3.2763e+04,29.2621,1.0949e+03,3.4660e+04,5.0606e+04,447.7595,54.9866,1.2807e+04,-1.2734e+04
2.5119,0.1000,0.1000,2.8706e+03,672.5473,3.4090e+03,750.8519,37.9724,16.0576,3.2060e+04,30.9946,1.1542e+03,3.4237e+04,4.9689e+04,450.1295,54.3320,1.2868e+04,-1.2794e+04
5.0119,1.0000e-04,1.0000e-04,2.6716e+03,511.0990,3.0661e+03,465.6544,131.8497,172.4907,1.1923e+05,335.3410,1.0031e+04,2.7315e+04,1.8000e+05,72.1202,398.2611,1.6659e+03,-1.6607e+03
5.0119,1.0000e-04,1.9953e-04,2.8339e+03,584.1117,3.0993e+03,472.6760,125.1724,155.8410,1.1736e+05,320.1762,9.4772e+03,2.9739e+04,1.7705e+05,81.6375,377.3614,2.2208e+03,-2.2146e+03
0.0100,0.1000,1.0000e-04,2.8944e+03,615.1217,3.1270e+03,481.4385,209.5175,246.6409,1.0383e+04,308.5672,9.0906e+03,62.0402,345.4769,90.4666,362.8454,2.6057e+03,-2.6029e+03
5.0119,1.0000e-04,3.9811e-04,2.9469e+03,626.4113,3.1250e+03,478.0495,141.7789,158.1212,1.1602e+05,307.6857,9.0477e+03,3.1798e+04,1.7485e+05,90.5188,361.0866,2.6505e+03,-2.6439e+03
5.0119,1.0000e-04,7.9433e-04,3.0146e+03,645.7757,3.1417e+03,480.9830,161.9897,168.0271,1.1520e+05,299.1943,8.7679e+03,3.3228e+04,1.7347e+05,96.9987,350.4361,2.9303e+03,-2.9239e+03
5.0119,1.0000e-04,0.0016,3.0525e+03,654.5522,3.1516e+03,482.1527,176.3187,177.1872,1.1475e+05,294.1109,8.6041e+03,3.4106e+04,1.7268e+05,101.0273,344.2034,3.0941e+03,-3.0878e+03
5.0119,1.0000e-04,0.0032,3.0729e+03,658.4639,3.1572e+03,482.4693,184.7389,183.4833,1.1451e+05,291.3024,8.5143e+03,3.4601e+04,1.7226e+05,103.3075,340.8143,3.1838e+03,-3.1776e+03
