1,1,0,1,0
2,0,0,1,0.1
3,0,0,1,0.2
4,0,0,1,0.3
5,1,0,1,0.4
6,0,0,1,0.5
7,0,0,1,0.6
8,0,0,1,0.7
9,0,0,1,0.8
10,0,0,1,0.9
11,1,0,1,1
12,0,0.1,1,0
13,0,0.1,1,0.1
14,0,0.1,1,0.2
15,0,0.1,1,0.3
16,0,0.1,1,0.4
17,0,0.1,1,0.5
18,0,0.1,1,0.6
19,0,0.1,1,0.7
20,0,0.1,1,0.8
21,0,0.1,1,0.9
22,0,0.1,1,1
23,0,0.2,1,0
24,0,0.2,1,0.1
25,0,0.2,1,0.2
26,0,0.2,1,0.3
27,0,0.2,1,0.4
28,0,0.2,1,0.5
29,0,0.2,1,0.6
30,0,0.2,1,0.7
31,0,0.2,1,0.8
32,0,0.2,1,0.9
33,0,0.2,1,1
34,0,0.3,1,0
35,0,0.3,1,0.1
36,0,0.3,1,0.2
37,0,0.3,1,0.3
38,0,0.3,1,0.4
39,0,0.3,1,0.5
40,0,0.3,1,0.6
41,0,0.3,1,0.7
42,0,0.3,1,0.8
43,0,0.3,1,0.9
44,0,0.3,1,1
45,1,0.4,1,0
46,0,0.4,1,0.1
47,0,0.4,1,0.2
48,0,0.4,1,0.3
49,1,0.4,1,0.4
50,0,0.4,1,0.5
51,0,0.4,1,0.6
52,0,0.4,1,0.7
53,0,0.4,1,0.8
54,0,0.4,1,0.9
55,1,0.4,1,1
56,0,0.5,1,0
57,0,0.5,1,0.1
58,0,0.5,1,0.2
59,0,0.5,1,0.3
60,0,0.5,1,0.4
61,0,0.5,1,0.5
62,0,0.5,1,0.6
63,0,0.5,1,0.7
64,0,0.5,1,0.8
65,0,0.5,1,0.9
66,0,0.5,1,1
67,0,0.6,1,0
68,0,0.6,1,0.1
69,0,0.6,1,0.2
70,0,0.6,1,0.3
71,0,0.6,1,0.4
72,0,0.6,1,0.5
73,0,0.6,1,0.6
74,0,0.6,1,0.7
75,0,0.6,1,0.8
76,0,0.6,1,0.9
77,0,0.6,1,1
78,0,0.7,1,0
79,0,0.7,1,0.1
80,0,0.7,1,0.2
81,0,0.7,1,0.3
82,0,0.7,1,0.4
83,0,0.7,1,0.5
84,0,0.7,1,0.6
85,0,0.7,1,0.7
86,0,0.7,1,0.8
87,0,0.7,1,0.9
88,0,0.7,1,1
89,0,0.8,1,0
90,0,0.8,1,0.1
91,0,0.8,1,0.2
92,0,0.8,1,0.3
93,0,0.8,1,0.4
94,0,0.8,1,0.5
95,0,0.8,1,0.6
96,0,0.8,1,0.7
97,0,0.8,1,0.8
98,0,0.8,1,0.9
99,0,0.8,1,1
100,0,0.9,1,0
101,0,0.9,1,0.1
102,0,0.9,1,0.2
103,0,0.9,1,0.3
104,0,0.9,1,0.4
105,0,0.9,1,0.5
106,0,0.9,1,0.6
107,0,0.9,1,0.7
108,0,0.9,1,0.8
109,0,0.9,1,0.9
