ineff,eff,alpha,NTU,C_r,T_C_out,T_H_out,m_dot_C,m_dot_H,ConvSteps,run
0.0041,0.9959,0.5000,100,0.0100,650,644.08,0.0172,1.7312,60,1266
0.1848,0.8152,0.5000,100,0.1000,650,600.17,0.0176,0.1731,60,1267
0.0066,0.9934,0.5000,100,0.2000,650,529.82,0.0175,0.0866,60,1268
-0.0089,1.0089,0.5000,100,0.3000,650,464.43,0.0175,0.0576,60,1269
0.2926,0.7074,0,1.5849,0.5000,474.49,437.85,1.0960,2.1924,60,127
-0.0016,1.0016,0.5000,100,0.4000,650,416.52,0.0169,0.0433,60,1270
5.3673e-06,1.0000,0.5000,100,0.5000,650,349.74,0.0174,0.0346,60,1271
0.0370,0.9630,0.5000,100,0.6000,650,295.12,0.0178,0.0288,60,1272
-0.0029,1.0029,0.5000,100,0.7000,650,230.86,0.0172,0.0247,60,1273
2.2338e-05,1.0000,0.5000,100,0.8000,649.98,169.64,0.0174,0.0216,60,1274
-0.0080,1.0080,0.5000,100,0.9000,648.01,97.232,0.0175,0.0191,60,1275
0.0275,0.9725,0.5000,100,1,631.96,62.827,0.0177,0.0174,60,1276
0.0808,0.9192,0.6000,100,0.0100,650,644.63,0.0169,1.7320,60,1277
0.0051,0.9949,0.6000,100,0.1000,650,589.5,0.0176,0.1730,60,1278
0.0048,0.9952,0.6000,100,0.2000,650,529.58,0.0175,0.0866,60,1279
0.3112,0.6888,0,1.5849,0.6000,463.32,402.09,1.0958,1.8268,60,128
0.0016,0.9984,0.6000,100,0.3000,650,471.32,0.0173,0.0578,60,1280
-0.0283,1.0283,0.6000,100,0.4000,650,417.25,0.0164,0.0432,60,1281
7.1245e-06,1.0000,0.6000,100,0.5000,650,349.79,0.0174,0.0346,60,1282
9.9254e-06,1.0000,0.6000,100,0.6000,650,289.75,0.0174,0.0289,60,1283
-0.0220,1.0220,0.6000,100,0.7000,650,221.99,0.0173,0.0247,60,1284
0.0184,0.9816,0.6000,100,0.8000,649.98,180.54,0.0173,0.0216,60,1285
0.0072,0.9928,0.6000,100,0.9000,648.72,112.84,0.0174,0.0192,60,1286
0.0239,0.9761,0.6000,100,1,635.22,65.893,0.0174,0.0175,60,1287
0.0295,0.9705,0.7000,100,0.0100,650,644.07,0.0177,1.7327,60,1288
1.0958e-04,0.9999,0.7000,100,0.1000,650,589.97,0.0174,0.1733,60,1289
0.3302,0.6698,0,1.5849,0.7000,451.97,368.67,1.0961,1.5660,60,129
0.0073,0.9927,0.7000,100,0.2000,650,533.78,0.0169,0.0867,60,1290
-0.0560,1.0560,0.7000,100,0.3000,650,465.36,0.0169,0.0577,60,1291
-0.0192,1.0192,0.7000,100,0.4000,650,406.22,0.0169,0.0432,60,1292
0.0031,0.9969,0.7000,100,0.5000,650,341.23,0.0177,0.0345,60,1293
-0.0093,1.0093,0.7000,100,0.6000,650,290.01,0.0171,0.0288,60,1294
0.0105,0.9895,0.7000,100,0.7000,650,229.18,0.0170,0.0246,60,1295
1.1076e-04,0.9999,0.7000,100,0.8000,649.94,169.76,0.0174,0.0217,60,1296
0.0177,0.9823,0.7000,100,0.9000,649.43,134.96,0.0173,0.0194,60,1297
-0.0024,1.0024,0.7000,100,1,640.54,89.203,0.0167,0.0176,60,1298
0.0169,0.9831,0.8000,100,0.0100,650,644.18,0.0171,1.7335,60,1299
0.3815,0.6185,0.1000,1,0.1000,421.04,612.89,1.7370,17.2972,60,13
0.3490,0.6510,0,1.5849,0.8000,440.54,337.54,1.0958,1.3698,60,130
0.0042,0.9958,0.8000,100,0.1000,650,591.98,0.0169,0.1734,60,1300
-0.0257,1.0257,0.8000,100,0.2000,650,529.28,0.0173,0.0867,60,1301
0.0322,0.9678,0.8000,100,0.3000,650,472.52,0.0179,0.0577,60,1302
0.0083,0.9917,0.8000,100,0.4000,650,413.44,0.0174,0.0435,60,1303
-1.5378e-05,1.0000,0.8000,100,0.5000,650,349.82,0.0174,0.0347,60,1304
-0.0214,1.0214,0.8000,100,0.6000,650,297.46,0.0167,0.0288,60,1305
0.0072,0.9928,0.8000,100,0.7000,649.99,225.93,0.0176,0.0248,60,1306
-0.0309,1.0309,0.8000,100,0.8000,649.46,144.15,0.0176,0.0214,60,1307
-0.0088,1.0088,0.8000,100,0.9000,646.47,109.18,0.0174,0.0194,60,1308
0.0110,0.9890,0.8000,100,1,630.69,69.558,0.0176,0.0170,60,1309
0.3683,0.6317,0,1.5849,0.9000,429.02,308.54,1.0967,1.2173,60,131
-0.0938,1.0938,0.9000,100,0.0100,650,643.57,0.0169,1.7337,60,1310
0.0241,0.9759,0.9000,100,0.1000,650,589.09,0.0181,0.1734,60,1311
0.0484,0.9516,0.9000,100,0.2000,650,532.59,0.0172,0.0861,60,1312
5.2863e-05,0.9999,0.9000,100,0.3000,650,469.88,0.0174,0.0578,60,1313
3.7376e-05,1.0000,0.9000,100,0.4000,650,409.86,0.0174,0.0434,60,1314
0.0284,0.9716,0.9000,100,0.5000,650,347.39,0.0177,0.0344,60,1315
2.7883e-05,1.0000,0.9000,100,0.6000,650,289.77,0.0174,0.0289,60,1316
-0.0355,1.0355,0.9000,100,0.7000,649.86,205.28,0.0175,0.0245,60,1317
0.0011,0.9989,0.9000,100,0.8000,649.3,170.27,0.0174,0.0217,60,1318
-0.0019,1.0019,0.9000,100,0.9000,642.41,105.88,0.0167,0.0193,60,1319
0.3867,0.6133,0,1.5849,1,417.71,282.06,1.0965,1.0960,60,132
0.0397,0.9603,0.9000,100,1,625.24,74.622,0.0174,0.0173,60,1320
0.0302,0.9698,1,100,0.0100,650,644.48,0.0165,1.7374,60,1321
8.2316e-04,0.9992,1,100,0.1000,650,590.52,0.0173,0.1738,60,1322
0.0151,0.9849,1,100,0.2000,650,532.78,0.0173,0.0870,60,1323
-0.0128,1.0128,1,100,0.3000,650,468.03,0.0175,0.0580,60,1324
0.0038,0.9962,1,100,0.4000,650,415.02,0.0170,0.0431,60,1325
-0.0041,1.0041,1,100,0.5000,650,350.74,0.0173,0.0348,60,1326
0.0049,0.9951,1,100,0.6000,649.98,289.39,0.0175,0.0289,60,1327
6.5835e-04,0.9993,1,100,0.7000,649.61,230.28,0.0174,0.0248,60,1328
0.0046,0.9954,1,100,0.8000,646.81,165.11,0.0173,0.0217,60,1329
0.2067,0.7933,0.1000,1.5849,0.0100,526.11,645.24,1.0959,109.1545,60,133
0.0247,0.9753,1,100,0.9000,637.12,120.87,0.0174,0.0193,60,1330
0.0564,0.9436,1,100,1,616.15,83.83,0.0174,0.0174,60,1331
0.2217,0.7783,0.1000,1.5849,0.1000,516.97,603.3,1.0961,10.8791,32,134
0.2391,0.7609,0.1000,1.5849,0.2000,506.57,558.68,1.0962,5.4578,60,135
0.2568,0.7432,0.1000,1.5849,0.3000,495.88,516.22,1.0960,3.6361,60,136
0.2748,0.7252,0.1000,1.5849,0.4000,484.92,476,1.0956,2.7284,60,137
0.2937,0.7063,0.1000,1.5849,0.5000,473.91,438.12,1.0960,2.1828,60,138
0.3126,0.6874,0.1000,1.5849,0.6000,462.49,402.45,1.0964,1.8190,60,139
0.3951,0.6049,0.1000,1,0.2000,412.86,577.43,1.7369,8.6488,60,14
0.3314,0.6686,0.1000,1.5849,0.7000,451.16,369.18,1.0961,1.5591,29,140
0.3504,0.6496,0.1000,1.5849,0.8000,439.75,338.2,1.0961,1.3642,29,141
0.3693,0.6307,0.1000,1.5849,0.9000,428.34,309.48,1.0959,1.2127,60,142
0.3857,0.6143,0.1000,1.5849,1,417.02,282.98,1.0961,1.0914,29,143
0.2066,0.7934,0.2000,1.5849,0.0100,525.96,645.24,1.0961,109.2878,60,144
0.2223,0.7777,0.2000,1.5849,0.1000,516.55,603.33,1.0960,10.9288,60,145
0.2403,0.7597,0.2000,1.5849,0.2000,505.83,558.83,1.0960,5.4645,60,146
0.2587,0.7413,0.2000,1.5849,0.3000,494.8,516.54,1.0961,3.6343,28,147
0.2776,0.7224,0.2000,1.5849,0.4000,483.58,476.56,1.0964,2.7322,60,148
0.2961,0.7039,0.2000,1.5849,0.5000,472.16,438.89,1.0957,2.1858,60,149
0.4089,0.5911,0.1000,1,0.3000,404.68,543.59,1.7374,5.7658,60,15
0.3155,0.6845,0.2000,1.5849,0.6000,460.56,403.5,1.0964,1.8215,60,150
0.3347,0.6653,0.2000,1.5849,0.7000,449.18,370.56,1.0961,1.5576,26,151
0.3539,0.6461,0.2000,1.5849,0.8000,437.65,339.86,1.0961,1.3629,27,152
0.3730,0.6270,0.2000,1.5849,0.9000,426.18,311.44,1.0960,1.2144,60,153
0.3901,0.6099,0.2000,1.5849,1,414.75,285.15,1.0960,1.0929,60,154
0.2068,0.7932,0.3000,1.5849,0.0100,525.94,645.24,1.0961,109.3202,60,155
0.2235,0.7765,0.3000,1.5849,0.1000,516.19,603.41,1.0959,10.9320,60,156
0.2421,0.7579,0.3000,1.5849,0.2000,504.81,559.03,1.0962,5.4660,60,157
0.2611,0.7389,0.3000,1.5849,0.3000,493.36,516.98,1.0961,3.6366,33,158
0.2805,0.7195,0.3000,1.5849,0.4000,481.73,477.25,1.0964,2.7330,60,159
0.4224,0.5776,0.1000,1,0.4000,396.56,511.37,1.7372,4.3243,33,16
0.2999,0.7001,0.3000,1.5849,0.5000,470.07,439.95,1.0961,2.1819,28,160
0.3193,0.6807,0.3000,1.5849,0.6000,458.37,405,1.0958,1.8221,60,161
0.3390,0.6610,0.3000,1.5849,0.7000,446.62,372.35,1.0962,1.5618,60,162
0.3585,0.6415,0.3000,1.5849,0.8000,434.69,341.9,1.0967,1.3665,60,163
0.3779,0.6221,0.3000,1.5849,0.9000,423.21,313.82,1.0968,1.2146,60,164
0.3952,0.6048,0.3000,1.5849,1,412.17,288.1,1.0957,1.0932,60,165
0.2069,0.7931,0.4000,1.5849,0.0100,525.88,645.24,1.0961,109.3726,60,166
0.2242,0.7758,0.4000,1.5849,0.1000,515.5,603.44,1.0961,10.9199,31,167
0.2437,0.7563,0.4000,1.5849,0.2000,503.79,559.23,1.0961,5.4599,34,168
0.2635,0.7365,0.4000,1.5849,0.3000,491.95,517.41,1.0962,3.6460,60,169
0.4358,0.5642,0.1000,1,0.5000,388.5,480.75,1.7372,3.4595,32,17
0.2832,0.7168,0.4000,1.5849,0.4000,479.93,477.97,1.0959,2.7345,60,170
0.3031,0.6969,0.4000,1.5849,0.5000,468.09,441,1.0956,2.1875,60,171
0.3231,0.6769,0.4000,1.5849,0.6000,456.07,406.33,1.0960,1.8229,60,172
0.3431,0.6569,0.4000,1.5849,0.7000,444.21,374.05,1.0962,1.5625,60,173
0.3628,0.6372,0.4000,1.5849,0.8000,432.44,344.04,1.0964,1.3672,60,174
0.3820,0.6180,0.4000,1.5849,0.9000,420.82,316.25,1.0961,1.2133,20,175
0.3997,0.6003,0.4000,1.5849,1,409.39,290.6,1.0961,1.0937,60,176
0.2069,0.7931,0.5000,1.5849,0.0100,526,645.24,1.0952,109.3981,60,177
0.2250,0.7750,0.5000,1.5849,0.1000,514.97,603.49,1.0961,10.9238,32,178
0.2453,0.7547,0.5000,1.5849,0.2000,502.8,559.42,1.0961,5.4619,30,179
0.4491,0.5509,0.1000,1,0.6000,380.53,451.71,1.7369,2.8829,60,18
0.2657,0.7343,0.5000,1.5849,0.3000,490.56,517.81,1.0961,3.6413,32,180
0.2861,0.7139,0.5000,1.5849,0.4000,478.35,478.68,1.0959,2.7349,60,181
0.3065,0.6935,0.5000,1.5849,0.5000,465.99,441.9,1.0962,2.1880,60,182
0.3269,0.6731,0.5000,1.5849,0.6000,453.77,407.49,1.0969,1.8233,60,183
0.3468,0.6532,0.5000,1.5849,0.7000,441.93,375.61,1.0961,1.5605,20,184
0.3666,0.6334,0.5000,1.5849,0.8000,430.02,345.89,1.0963,1.3677,60,185
0.3861,0.6139,0.5000,1.5849,0.9000,418.37,318.4,1.0963,1.2156,60,186
0.4030,0.5970,0.5000,1.5849,1,406.99,292.98,1.0960,1.0923,18,187
0.2071,0.7929,0.6000,1.5849,0.0100,525.76,645.24,1.0961,109.2849,40,188
0.2259,0.7741,0.6000,1.5849,0.1000,514.44,603.56,1.0959,10.9422,60,189
0.4624,0.5376,0.1000,1,0.7000,372.61,424.19,1.7372,2.4711,60,19
0.2472,0.7528,0.6000,1.5849,0.2000,501.82,559.65,1.0960,5.4712,60,190
0.2681,0.7319,0.6000,1.5849,0.3000,489.12,518.24,1.0961,3.6428,34,191
0.2891,0.7109,0.6000,1.5849,0.4000,476.47,479.33,1.0963,2.7355,60,192
0.3099,0.6901,0.6000,1.5849,0.5000,464.06,442.94,1.0961,2.1856,20,193
0.3305,0.6695,0.6000,1.5849,0.6000,451.73,408.93,1.0960,1.8213,19,194
0.3507,0.6493,0.6000,1.5849,0.7000,439.58,377.26,1.0960,1.5610,18,195
0.3706,0.6294,0.6000,1.5849,0.8000,427.63,347.86,1.0960,1.3659,18,196
0.3899,0.6101,0.6000,1.5849,0.9000,416.01,320.74,1.0954,1.2158,60,197
0.4081,0.5919,0.6000,1.5849,1,404.3,295.41,1.0967,1.0941,60,198
0.2070,0.7930,0.7000,1.5849,0.0100,525.68,645.24,1.0959,109.4465,60,199
0.3814,0.6186,0,1,0.1000,421.12,612.88,1.7372,17.3721,60,2
0.4754,0.5246,0.1000,1,0.8000,364.72,398.16,1.7373,2.1622,60,20
0.2270,0.7730,0.7000,1.5849,0.1000,513.81,603.61,1.0961,10.9329,33,200
0.2489,0.7511,0.7000,1.5849,0.2000,500.64,559.85,1.0961,5.4664,34,201
0.2707,0.7293,0.7000,1.5849,0.3000,487.56,518.7,1.0961,3.6443,29,202
0.2923,0.7077,0.7000,1.5849,0.4000,474.62,480.12,1.0961,2.7332,28,203
0.3135,0.6865,0.7000,1.5849,0.5000,461.86,444.06,1.0960,2.1891,60,204
0.3345,0.6655,0.7000,1.5849,0.6000,449.31,410.37,1.0961,1.8221,25,205
0.3552,0.6448,0.7000,1.5849,0.7000,436.89,379.03,1.0966,1.5636,60,206
0.3751,0.6249,0.7000,1.5849,0.8000,424.97,349.98,1.0960,1.3665,18,207
0.3947,0.6053,0.7000,1.5849,0.9000,413.2,323.08,1.0961,1.2148,25,208
0.4122,0.5878,0.7000,1.5849,1,401.77,298.19,1.0959,1.0931,17,209
0.4882,0.5118,0.1000,1,0.9000,357.09,373.64,1.7373,1.9221,60,21
0.2073,0.7927,0.8000,1.5849,0.0100,525.63,645.24,1.0961,109.4737,60,210
0.2281,0.7719,0.8000,1.5849,0.1000,513.15,603.68,1.0961,10.9474,60,211
0.2510,0.7490,0.8000,1.5849,0.2000,499.42,560.09,1.0961,5.4688,35,212
0.2735,0.7265,0.8000,1.5849,0.3000,485.83,519.2,1.0962,3.6492,60,213
0.2957,0.7043,0.8000,1.5849,0.4000,472.57,480.94,1.0961,2.7343,20,214
0.3173,0.6827,0.8000,1.5849,0.5000,459.5,445.22,1.0958,2.1894,60,215
0.3388,0.6612,0.8000,1.5849,0.6000,446.74,411.91,1.0960,1.8227,18,216
0.3596,0.6404,0.8000,1.5849,0.7000,434.32,381.08,1.0959,1.5641,60,217
0.3798,0.6202,0.8000,1.5849,0.8000,422.12,352.25,1.0959,1.3669,17,218
0.3995,0.6005,0.8000,1.5849,0.9000,410.3,325.68,1.0959,1.2150,17,219
0.4987,0.5013,0.1000,1,1,349.51,350.52,1.7372,1.7299,60,22
0.4180,0.5820,0.8000,1.5849,1,398.86,301.2,1.0956,1.0947,60,220
0.2074,0.7926,0.9000,1.5849,0.0100,525.55,645.24,1.0961,109.4249,38,221
0.2293,0.7707,0.9000,1.5849,0.1000,512.51,603.76,1.0960,10.9436,60,222
0.2532,0.7468,0.9000,1.5849,0.2000,498.16,560.37,1.0962,5.4717,60,223
0.2763,0.7237,0.9000,1.5849,0.3000,484.15,519.77,1.0957,3.6481,60,224
0.2993,0.7007,0.9000,1.5849,0.4000,470.4,481.83,1.0961,2.7359,60,225
0.3216,0.6784,0.9000,1.5849,0.5000,457.03,446.46,1.0961,2.1885,29,226
0.3434,0.6566,0.9000,1.5849,0.6000,443.99,413.56,1.0963,1.8238,60,227
0.3644,0.6356,0.9000,1.5849,0.7000,431.38,382.97,1.0960,1.5628,18,228
0.3850,0.6150,0.9000,1.5849,0.8000,419.07,354.68,1.0965,1.3679,60,229
0.3693,0.6307,0.2000,1,0.0100,428.39,646.22,1.7372,173.2106,60,23
0.4046,0.5954,0.9000,1.5849,0.9000,407.23,328.43,1.0959,1.2154,17,230
0.4227,0.5773,0.9000,1.5849,1,395.75,304.18,1.0956,1.0936,16,231
0.2075,0.7925,1,1.5849,0.0100,525.57,645.25,1.0956,109.6080,60,232
0.2304,0.7696,1,1.5849,0.1000,511.75,603.83,1.0961,10.9608,36,233
0.2553,0.7447,1,1.5849,0.2000,496.84,560.63,1.0961,5.4804,37,234
0.2795,0.7205,1,1.5849,0.3000,482.33,520.3,1.0961,3.6536,60,235
0.3029,0.6971,1,1.5849,0.4000,468.23,482.71,1.0960,2.7400,19,236
0.3257,0.6743,1,1.5849,0.5000,454.55,447.72,1.0960,2.1919,18,237
0.3479,0.6521,1,1.5849,0.6000,441.26,415.22,1.0961,1.8267,60,238
0.3692,0.6308,1,1.5849,0.7000,428.45,385.08,1.0960,1.5657,19,239
0.3819,0.6181,0.2000,1,0.1000,420.87,612.92,1.7371,17.3211,60,24
0.3899,0.6101,1,1.5849,0.8000,416.08,357.14,1.0958,1.3698,17,240
0.4098,0.5902,1,1.5849,0.9000,404.11,331.3,1.0958,1.2176,17,241
0.4291,0.5709,1,1.5849,1,392.54,307.41,1.0960,1.0960,60,242
0.0826,0.9174,0,2.5119,0.0100,600.64,644.5,0.6913,69.1573,60,243
0.0948,0.9052,0,2.5119,0.1000,593.1,595.69,0.6916,6.9158,28,244
0.1102,0.8898,0,2.5119,0.2000,583.88,543.22,0.6916,3.4579,26,245
0.1272,0.8728,0,2.5119,0.3000,573.62,492.85,0.6917,2.3052,60,246
0.1458,0.8542,0,2.5119,0.4000,562.49,445,0.6916,1.7289,25,247
0.1664,0.8336,0,2.5119,0.5000,550.38,399.78,0.6919,1.3831,60,248
0.1878,0.8122,0,2.5119,0.6000,537.5,357.7,0.6914,1.1530,60,249
0.3959,0.6041,0.2000,1,0.2000,412.56,577.53,1.7365,8.6605,60,25
0.2106,0.7894,0,2.5119,0.7000,523.65,318.45,0.6916,0.9880,30,250
0.2346,0.7654,0,2.5119,0.8000,509.27,282.59,0.6916,0.8644,20,251
0.2599,0.7401,0,2.5119,0.9000,494.41,250.02,0.6919,0.7681,60,252
0.2847,0.7153,0,2.5119,1,479.16,220.84,0.6915,0.6915,19,253
0.0824,0.9176,0.1000,2.5119,0.0100,600.52,644.49,0.6916,68.8722,60,254
0.0951,0.9049,0.1000,2.5119,0.1000,592.92,595.69,0.6916,6.8643,30,255
0.1110,0.8890,0.1000,2.5119,0.2000,583.68,543.38,0.6912,3.4437,60,256
0.1281,0.8719,0.1000,2.5119,0.3000,573.11,493.03,0.6916,2.2881,27,257
0.1472,0.8528,0.1000,2.5119,0.4000,561.65,445.22,0.6919,1.7218,60,258
0.1676,0.8324,0.1000,2.5119,0.5000,549.45,400.23,0.6916,1.3729,27,259
0.4099,0.5901,0.2000,1,0.3000,404.06,543.77,1.7373,5.7737,60,26
0.1895,0.8105,0.1000,2.5119,0.6000,536.33,358.16,0.6916,1.1471,32,260
0.2125,0.7875,0.1000,2.5119,0.7000,522.47,319.25,0.6916,0.9837,28,261
0.2367,0.7633,0.1000,2.5119,0.8000,508.01,283.58,0.6916,0.8607,28,262
0.2615,0.7385,0.1000,2.5119,0.9000,493.09,251.19,0.6916,0.7627,20,263
0.2839,0.7161,0.1000,2.5119,1,477.83,222.14,0.6914,0.6885,60,264
0.0826,0.9174,0.2000,2.5119,0.0100,600.49,644.49,0.6916,68.9554,60,265
0.0959,0.9041,0.2000,2.5119,0.1000,592.44,595.74,0.6916,6.8793,29,266
0.1124,0.8876,0.2000,2.5119,0.2000,582.66,543.52,0.6913,3.4478,60,267
0.1306,0.8694,0.2000,2.5119,0.3000,571.65,493.46,0.6916,2.2931,31,268
0.1503,0.8497,0.2000,2.5119,0.4000,559.83,446.02,0.6916,1.7198,26,269
0.4236,0.5764,0.2000,1,0.4000,395.84,511.69,1.7368,4.3302,60,27
0.1715,0.8285,0.2000,2.5119,0.5000,547.13,401.38,0.6916,1.3759,24,270
0.1936,0.8064,0.2000,2.5119,0.6000,533.38,359.55,0.6918,1.1493,60,271
0.2176,0.7824,0.2000,2.5119,0.7000,519.62,321.34,0.6916,0.9851,60,272
0.2416,0.7584,0.2000,2.5119,0.8000,505.09,286.24,0.6911,0.8619,60,273
0.2668,0.7332,0.2000,2.5119,0.9000,489.84,254.09,0.6915,0.7662,60,274
0.2885,0.7115,0.2000,2.5119,1,474.64,225.34,0.6915,0.6879,18,275
0.0826,0.9174,0.3000,2.5119,0.0100,600.42,644.49,0.6916,68.8345,35,276
0.0971,0.9029,0.3000,2.5119,0.1000,591.75,595.81,0.6917,6.8976,60,277
0.1143,0.8857,0.3000,2.5119,0.2000,581.21,543.73,0.6914,3.4491,60,278
0.1334,0.8666,0.3000,2.5119,0.3000,569.53,493.95,0.6918,2.2992,60,279
0.4373,0.5627,0.2000,1,0.5000,387.6,481.2,1.7372,3.4560,30,28
0.1545,0.8455,0.3000,2.5119,0.4000,557.31,447.03,0.6916,1.7209,28,280
0.1765,0.8235,0.3000,2.5119,0.5000,544.11,402.89,0.6916,1.3767,20,281
0.1996,0.8004,0.3000,2.5119,0.6000,530.23,361.81,0.6915,1.1472,19,282
0.2237,0.7763,0.3000,2.5119,0.7000,515.8,323.9,0.6915,0.9833,19,283
0.2484,0.7516,0.3000,2.5119,0.8000,501.15,289.33,0.6914,0.8622,60,284
0.2736,0.7264,0.3000,2.5119,0.9000,485.84,257.71,0.6915,0.7648,18,285
0.2957,0.7043,0.3000,2.5119,1,470.58,229.39,0.6916,0.6883,20,286
0.0826,0.9174,0.4000,2.5119,0.0100,600.36,644.49,0.6915,68.8998,37,287
0.0982,0.9018,0.4000,2.5119,0.1000,591.09,595.87,0.6916,6.8900,32,288
0.1169,0.8831,0.4000,2.5119,0.2000,579.87,543.99,0.6916,3.4450,32,289
0.4508,0.5492,0.2000,1,0.6000,379.49,452.31,1.7372,2.8800,32,29
0.1373,0.8627,0.4000,2.5119,0.3000,567.79,494.68,0.6916,2.3003,60,290
0.1590,0.8410,0.4000,2.5119,0.4000,554.83,448.08,0.6918,1.7252,60,291
0.1814,0.8186,0.4000,2.5119,0.5000,541.29,404.54,0.6912,1.3802,60,292
0.2052,0.7948,0.4000,2.5119,0.6000,526.92,363.83,0.6916,1.1483,26,293
0.2296,0.7704,0.4000,2.5119,0.7000,512.31,326.45,0.6914,0.9858,60,294
0.2546,0.7454,0.4000,2.5119,0.8000,497.27,292.15,0.6917,0.8626,60,295
0.2798,0.7202,0.4000,2.5119,0.9000,482.1,261.07,0.6914,0.7654,17,296
0.3026,0.6974,0.4000,2.5119,1,466.89,233.08,0.6914,0.6889,17,297
0.0829,0.9171,0.5000,2.5119,0.0100,600.3,644.5,0.6916,69.0245,60,298
0.0994,0.9006,0.5000,2.5119,0.1000,590.38,595.94,0.6916,6.8924,30,299
0.3950,0.6050,0,1,0.2000,413.03,577.39,1.7372,8.6859,36,3
0.4642,0.5358,0.2000,1,0.7000,371.49,424.96,1.7372,2.4686,30,30
0.1192,0.8808,0.5000,2.5119,0.2000,578.5,544.26,0.6916,3.4462,29,300
0.1404,0.8596,0.5000,2.5119,0.3000,565.77,495.22,0.6916,2.2975,26,301
0.1625,0.8375,0.5000,2.5119,0.4000,552.17,448.96,0.6916,1.7256,60,302
0.1863,0.8137,0.5000,2.5119,0.5000,538.24,405.82,0.6916,1.3785,27,303
0.2109,0.7891,0.5000,2.5119,0.6000,523.66,365.71,0.6921,1.1507,60,304
0.2352,0.7648,0.5000,2.5119,0.7000,508.88,328.88,0.6913,0.9862,60,305
0.2604,0.7396,0.5000,2.5119,0.8000,493.74,294.95,0.6914,0.8614,17,306
0.2857,0.7143,0.5000,2.5119,0.9000,478.56,264.25,0.6914,0.7657,17,307
0.3086,0.6914,0.5000,2.5119,1,463.43,236.52,0.6913,0.6890,16,308
0.0830,0.9170,0.6000,2.5119,0.0100,600.2,644.5,0.6916,69.0399,60,309
0.4773,0.5227,0.2000,1,0.8000,363.58,399.11,1.7372,2.1651,60,31
0.1006,0.8994,0.6000,2.5119,0.1000,589.61,596.02,0.6916,6.8954,30,310
0.1216,0.8784,0.6000,2.5119,0.2000,577.01,544.56,0.6916,3.4477,35,311
0.1439,0.8561,0.6000,2.5119,0.3000,563.66,495.85,0.6915,2.2983,19,312
0.1672,0.8328,0.6000,2.5119,0.4000,549.67,450.07,0.6915,1.7237,19,313
0.1914,0.8086,0.6000,2.5119,0.5000,535.17,407.35,0.6916,1.3791,26,314
0.2161,0.7839,0.6000,2.5119,0.6000,520.34,367.73,0.6914,1.1490,17,315
0.2413,0.7587,0.6000,2.5119,0.7000,505.24,331.27,0.6914,0.9848,17,316
0.2666,0.7334,0.6000,2.5119,0.8000,490.01,297.93,0.6916,0.8619,39,317
0.2919,0.7081,0.6000,2.5119,0.9000,474.86,267.57,0.6913,0.7658,16,318
0.3150,0.6850,0.6000,2.5119,1,459.77,240.18,0.6913,0.6893,16,319
0.4904,0.5096,0.2000,1,0.9000,355.6,374.66,1.7382,1.9246,60,32
0.0831,0.9169,0.7000,2.5119,0.0100,600.12,644.5,0.6916,68.9818,35,320
0.1022,0.8978,0.7000,2.5119,0.1000,588.63,596.06,0.6924,6.9055,60,321
0.1244,0.8756,0.7000,2.5119,0.2000,575.38,544.88,0.6916,3.4491,36,322
0.1478,0.8522,0.7000,2.5119,0.3000,561.34,496.55,0.6916,2.2994,25,323
0.1721,0.8279,0.7000,2.5119,0.4000,546.77,451.26,0.6916,1.7264,60,324
0.1970,0.8030,0.7000,2.5119,0.5000,531.65,408.91,0.6920,1.3814,60,325
0.2226,0.7774,0.7000,2.5119,0.6000,516.49,369.88,0.6921,1.1506,60,326
0.2478,0.7522,0.7000,2.5119,0.7000,501.33,334,0.6914,0.9852,17,327
0.2733,0.7267,0.7000,2.5119,0.8000,486.01,301.13,0.6914,0.8621,17,328
0.2987,0.7013,0.7000,2.5119,0.9000,470.8,271.21,0.6913,0.7662,16,329
0.5015,0.4985,0.2000,1,1,348.19,351.77,1.7374,1.7321,60,33
0.3231,0.6769,0.7000,2.5119,1,455.76,244.29,0.6917,0.6909,60,330
0.0835,0.9165,0.8000,2.5119,0.0100,600.1,644.5,0.6913,69.0732,60,331
0.1036,0.8964,0.8000,2.5119,0.1000,587.82,596.21,0.6916,6.9073,50,332
0.1274,0.8726,0.8000,2.5119,0.2000,573.58,545.25,0.6916,3.4506,31,333
0.1520,0.8480,0.8000,2.5119,0.3000,558.8,497.31,0.6916,2.3004,34,334
0.1773,0.8227,0.8000,2.5119,0.4000,543.63,452.49,0.6916,1.7253,30,335
0.2035,0.7965,0.8000,2.5119,0.5000,528.18,410.86,0.6920,1.3816,60,336
0.2287,0.7713,0.8000,2.5119,0.6000,512.93,372.66,0.6909,1.1514,60,337
0.2542,0.7458,0.8000,2.5119,0.7000,497.13,337.16,0.6909,0.9869,60,338
0.2806,0.7194,0.8000,2.5119,0.8000,481.68,304.59,0.6913,0.8623,16,339
0.3694,0.6306,0.3000,1,0.0100,428.36,646.22,1.7374,173.2621,60,34
0.3060,0.6940,0.8000,2.5119,0.9000,466.41,275.16,0.6913,0.7665,16,340
0.3296,0.6704,0.8000,2.5119,1,451.04,248.14,0.6919,0.6901,60,341
0.0836,0.9164,0.9000,2.5119,0.0100,599.84,644.5,0.6920,69.0860,60,342
