0,0.01,0.0001,0.00019953
1,0.01,0.0001,0.00039811
2,0.01,0.0001,0.00079433
3,0.01,0.0001,0.0015849
4,0.01,0.0001,0.0031623000000000003
5,0.01,0.0001,0.0063096
6,0.01,0.0001,0.012589
7,0.01,0.0001,0.025119
8,0.01,0.0001,0.050119
9,0.01,0.0001,0.1
10,0.01,0.00019953,0.0001
11,0.01,0.00019953,0.00019953
12,0.01,0.00019953,0.00039811
13,0.01,0.00019953,0.00079433
14,0.01,0.00019953,0.0015849
15,0.01,0.00019953,0.0031623000000000003
16,0.01,0.00019953,0.0063096
17,0.01,0.00019953,0.012589
18,0.01,0.00019953,0.025119
19,0.01,0.00019953,0.050119
20,0.01,0.00019953,0.1
21,0.01,0.00039811,0.0001
22,0.01,0.00039811,0.00019953
23,0.01,0.00039811,0.00039811
24,0.01,0.00039811,0.00079433
25,0.01,0.00039811,0.0015849
26,0.01,0.00039811,0.0031623000000000003
27,0.01,0.00039811,0.0063096
28,0.01,0.00039811,0.012589
29,0.01,0.00039811,0.025119
30,0.01,0.00039811,0.050119
31,0.01,0.00039811,0.1
32,0.01,0.00079433,0.0001
33,0.01,0.00079433,0.00019953
34,0.01,0.00079433,0.00039811
35,0.01,0.00079433,0.00079433
36,0.01,0.00079433,0.0015849
37,0.01,0.00079433,0.0031623000000000003
38,0.01,0.00079433,0.0063096
39,0.01,0.00079433,0.012589
40,0.01,0.00079433,0.025119
41,0.01,0.00079433,0.050119
42,0.01,0.00079433,0.1
43,0.01,0.0015849,0.0001
44,0.01,0.0015849,0.00019953
45,0.01,0.0015849,0.00039811
46,0.01,0.0015849,0.00079433
47,0.01,0.0015849,0.0015849
48,0.01,0.0015849,0.0031623000000000003
49,0.01,0.0015849,0.0063096
50,0.01,0.0015849,0.012589
51,0.01,0.0015849,0.025119
52,0.01,0.0015849,0.050119
53,0.01,0.0015849,0.1
54,0.01,0.0031623000000000003,0.0001
55,0.01,0.0031623000000000003,0.00019953
56,0.01,0.0031623000000000003,0.00039811
57,0.01,0.0031623000000000003,0.00079433
58,0.01,0.0031623000000000003,0.0015849
59,0.01,0.0031623000000000003,0.0031623000000000003
60,0.01,0.0031623000000000003,0.0063096
61,0.01,0.0031623000000000003,0.012589
62,0.01,0.0031623000000000003,0.025119
63,0.01,0.0031623000000000003,0.050119
64,0.01,0.0031623000000000003,0.1
65,0.01,0.0063096,0.0001
66,0.01,0.0063096,0.00019953
67,0.01,0.0063096,0.00039811
68,0.01,0.0063096,0.00079433
69,0.01,0.0063096,0.0015849
70,0.01,0.0063096,0.0031623000000000003
71,0.01,0.0063096,0.0063096
72,0.01,0.0063096,0.012589
73,0.01,0.0063096,0.025119
74,0.01,0.0063096,0.050119
75,0.01,0.0063096,0.1
76,0.01,0.012589,0.0001
77,0.01,0.012589,0.00019953
78,0.01,0.012589,0.00039811
79,0.01,0.012589,0.00079433
80,0.01,0.012589,0.0015849
81,0.01,0.012589,0.0031623000000000003
82,0.01,0.012589,0.0063096
83,0.01,0.012589,0.012589
84,0.01,0.012589,0.025119
85,0.01,0.012589,0.050119
86,0.01,0.012589,0.1
87,0.01,0.025119,0.0001
88,0.01,0.025119,0.00019953
89,0.01,0.025119,0.00039811
90,0.01,0.025119,0.00079433
91,0.01,0.025119,0.0015849
92,0.01,0.025119,0.0031623000000000003
93,0.01,0.025119,0.0063096
94,0.01,0.025119,0.012589
95,0.01,0.025119,0.025119
96,0.01,0.025119,0.050119
97,0.01,0.025119,0.1
98,0.01,0.050119,0.0001
99,0.01,0.050119,0.00019953
100,0.01,0.050119,0.00039811
101,0.01,0.050119,0.00079433
102,0.01,0.050119,0.0015849
103,0.01,0.050119,0.0031623000000000003
104,0.01,0.050119,0.0063096
105,0.01,0.050119,0.012589
106,0.01,0.050119,0.025119
107,0.01,0.050119,0.050119
108,0.01,0.050119,0.1
109,0.01,0.1,0.0001
110,0.01,0.1,0.00019953
111,0.01,0.1,0.00039811
112,0.01,0.1,0.00079433
113,0.01,0.1,0.0015849
114,0.01,0.1,0.0031623000000000003
115,0.01,0.1,0.0063096
116,0.01,0.1,0.012589
117,0.01,0.1,0.025119
118,0.01,0.1,0.050119
119,0.01,0.1,0.1
120,0.019953,0.0001,0.0001
121,0.019953,0.0001,0.00019953
122,0.019953,0.0001,0.00039811
123,0.019953,0.0001,0.00079433
124,0.019953,0.0001,0.0015849
125,0.019953,0.0001,0.0031623000000000003
126,0.019953,0.0001,0.0063096
127,0.019953,0.0001,0.012589
128,0.019953,0.0001,0.025119
129,0.019953,0.0001,0.050119
130,0.019953,0.0001,0.1
131,0.019953,0.00019953,0.0001
132,0.019953,0.00019953,0.00019953
133,0.019953,0.00019953,0.00039811
134,0.019953,0.00019953,0.00079433
135,0.019953,0.00019953,0.0015849
136,0.019953,0.00019953,0.0031623000000000003
137,0.019953,0.00019953,0.0063096
138,0.019953,0.00019953,0.012589
139,0.019953,0.00019953,0.025119
140,0.019953,0.00019953,0.050119
141,0.019953,0.00019953,0.1
142,0.019953,0.00039811,0.0001
143,0.019953,0.00039811,0.00019953
144,0.019953,0.00039811,0.00039811
145,0.019953,0.00039811,0.00079433
146,0.019953,0.00039811,0.0015849
147,0.019953,0.00039811,0.0031623000000000003
148,0.019953,0.00039811,0.0063096
149,0.019953,0.00039811,0.012589
150,0.019953,0.00039811,0.025119
151,0.019953,0.00039811,0.050119
152,0.019953,0.00039811,0.1
153,0.019953,0.00079433,0.0001
154,0.019953,0.00079433,0.00019953
155,0.019953,0.00079433,0.00039811
156,0.019953,0.00079433,0.00079433
157,0.019953,0.00079433,0.0015849
158,0.019953,0.00079433,0.0031623000000000003
159,0.019953,0.00079433,0.0063096
160,0.019953,0.00079433,0.012589
161,0.019953,0.00079433,0.025119
162,0.019953,0.00079433,0.050119
163,0.019953,0.00079433,0.1
164,0.019953,0.0015849,0.0001
165,0.019953,0.0015849,0.00019953
166,0.019953,0.0015849,0.00039811
167,0.019953,0.0015849,0.00079433
168,0.019953,0.0015849,0.0015849
169,0.019953,0.0015849,0.0031623000000000003
170,0.019953,0.0015849,0.0063096
171,0.019953,0.0015849,0.012589
172,0.019953,0.0015849,0.025119
173,0.019953,0.0015849,0.050119
174,0.019953,0.0015849,0.1
175,0.019953,0.0031623000000000003,0.0001
176,0.019953,0.0031623000000000003,0.00019953
177,0.019953,0.0031623000000000003,0.00039811
178,0.019953,0.0031623000000000003,0.00079433
179,0.019953,0.0031623000000000003,0.0015849
180,0.019953,0.0031623000000000003,0.0031623000000000003
181,0.019953,0.0031623000000000003,0.0063096
182,0.019953,0.0031623000000000003,0.012589
183,0.019953,0.0031623000000000003,0.025119
184,0.019953,0.0031623000000000003,0.050119
185,0.019953,0.0031623000000000003,0.1
186,0.019953,0.0063096,0.0001
187,0.019953,0.0063096,0.00019953
188,0.019953,0.0063096,0.00039811
189,0.019953,0.0063096,0.00079433
190,0.019953,0.0063096,0.0015849
191,0.019953,0.0063096,0.0031623000000000003
192,0.019953,0.0063096,0.0063096
193,0.019953,0.0063096,0.012589
194,0.019953,0.0063096,0.025119
195,0.019953,0.0063096,0.050119
196,0.019953,0.0063096,0.1
