f_D,j_C_C,j_C_H,Re_C,Re_C_std,Re_H,Re_H_std,rmsd_fiber,rmsd_TC,rmsd_DP,rmsd_Tout,rmsd_qdot,DP_C,DP_H,T_C_out,T_H_out,qdot_C,qdot_H
2.5119,0.0032,0.0501,2.4854e+03,523.6773,2.9788e+03,579.4079,22.3608,10.6785,2.4317e+04,14.4820,365.8776,2.2579e+04,3.8152e+04,390.2684,76.9130,9.1079e+03,-9.0496e+03
2.5119,0.0032,0.1000,2.4832e+03,523.8355,2.9763e+03,579.2869,22.2600,9.9776,2.4280e+04,13.2704,334.4892,2.2636e+04,3.8060e+04,391.8637,76.1607,9.1432e+03,-9.0853e+03
2.5119,0.0063,1.0000e-04,2.3745e+03,489.2302,2.5423e+03,391.0668,205.0581,241.0610,3.4107e+04,306.3935,7.3275e+03,1.0422e+04,5.6241e+04,91.9893,362.4393,2.0828e+03,-2.0758e+03
2.5119,0.0063,1.9953e-04,2.5594e+03,553.4738,2.6393e+03,420.8551,178.2667,206.0583,3.2087e+04,252.6176,5.9818e+03,1.2834e+04,5.3045e+04,137.8919,299.9428,3.4311e+03,-3.4196e+03
2.5119,0.0063,3.9811e-04,2.6196e+03,551.1152,2.7713e+03,473.5697,139.4720,155.2986,2.9725e+04,182.8979,4.3937e+03,1.5691e+04,4.9055e+04,205.1074,226.7253,5.0247e+03,-5.0037e+03
2.5119,0.0063,7.9433e-04,2.5956e+03,535.4996,2.9078e+03,538.5140,99.3276,103.8990,2.7489e+04,115.8645,2.8844e+03,1.8273e+04,4.4999e+04,273.7041,160.4323,6.5423e+03,-6.5079e+03
2.5119,0.0063,0.0016,2.5489e+03,528.0521,2.9968e+03,578.7581,66.7246,63.0134,2.5734e+04,65.0683,1.6825e+03,2.0214e+04,4.1576e+04,329.1546,114.3231,7.7540e+03,-7.7070e+03
2.5119,0.0063,0.0032,2.5077e+03,526.1354,3.0134e+03,583.5197,44.4123,35.3911,2.4586e+04,32.4424,852.0647,2.1516e+04,3.9160e+04,367.6338,88.8562,8.5968e+03,-8.5416e+03
2.5119,0.0063,0.0063,2.4784e+03,526.4921,2.9887e+03,579.8221,31.2625,18.9931,2.3937e+04,13.6604,355.6329,2.2309e+04,3.7687e+04,391.3981,76.4630,9.1199e+03,-9.0610e+03
0.0100,0.0501,0.0063,2.4415e+03,530.2713,2.9427e+03,578.7858,40.0048,15.5761,6.9291e+03,6.1472,245.8661,90.5500,142.7709,414.5322,67.0748,9.6172e+03,-9.5590e+03
2.5119,0.0063,0.0126,2.4594e+03,527.6452,2.9622e+03,579.3317,24.5629,10.5713,2.3596e+04,4.6194,166.3282,2.2746e+04,3.6874e+04,404.8434,70.5639,9.4169e+03,-9.3573e+03
2.5119,0.0063,0.0251,2.4482e+03,528.6428,2.9433e+03,580.7679,21.4792,7.2536,2.3417e+04,4.7448,217.0769,2.2972e+04,3.6441e+04,412.0411,67.7201,9.5760e+03,-9.5164e+03
2.5119,0.0063,0.0501,2.4421e+03,529.2374,2.9323e+03,581.5140,20.1078,6.4945,2.3324e+04,6.8455,277.7478,2.3085e+04,3.6215e+04,415.7725,66.3252,9.6584e+03,-9.5996e+03
2.5119,0.0063,0.1000,2.4388e+03,529.5550,2.9263e+03,582.0827,19.4853,6.4928,2.3275e+04,8.0888,312.6369,2.3141e+04,3.6099e+04,417.6762,65.6364,9.7004e+03,-9.6420e+03
2.5119,0.0126,1.0000e-04,2.3763e+03,489.9352,2.5431e+03,391.2966,206.6411,242.9431,3.4089e+04,305.9950,7.3173e+03,1.0440e+04,5.6213e+04,92.2903,361.9377,2.0923e+03,-2.0867e+03
2.5119,0.0126,1.9953e-04,2.5606e+03,554.1176,2.6419e+03,421.8253,180.9241,208.9389,3.2034e+04,251.3174,5.9522e+03,1.2884e+04,5.2960e+04,139.0916,298.5221,3.4595e+03,-3.4503e+03
2.5119,0.0126,3.9811e-04,2.6177e+03,551.4266,2.7782e+03,476.6208,143.1567,158.3317,2.9601e+04,179.9020,4.3283e+03,1.5787e+04,4.8850e+04,208.1068,223.6953,5.0889e+03,-5.0705e+03
2.5119,0.0126,7.9433e-04,2.5893e+03,536.2390,2.9201e+03,544.3171,103.7801,106.0402,2.7261e+04,110.8078,2.7704e+03,1.8414e+04,4.4607e+04,279.0720,155.6505,6.6553e+03,-6.6232e+03
2.5119,0.0126,0.0016,2.5380e+03,529.4244,3.0088e+03,583.0399,71.6498,63.6903,2.5383e+04,58.1146,1.5137e+03,2.0391e+04,4.0956e+04,337.1405,108.5619,7.9229e+03,-7.8773e+03
2.5119,0.0126,0.0032,2.4924e+03,527.8570,3.0120e+03,582.9692,49.3661,34.4787,2.4133e+04,23.9749,632.6588,2.1729e+04,3.8324e+04,378.1668,83.0853,8.8214e+03,-8.7669e+03
0.0100,0.0501,0.0126,2.4124e+03,532.6323,2.8822e+03,586.5650,32.0459,9.9074,6.9306e+03,17.3722,563.4640,92.4805,138.9903,430.7525,61.5572,9.9737e+03,-9.9149e+03
2.5119,0.0126,0.0063,2.4585e+03,528.6505,2.9698e+03,578.8805,35.7639,17.0686,2.3424e+04,5.0819,170.7094,2.2552e+04,3.6707e+04,403.9866,70.9968,9.3899e+03,-9.3315e+03
2.5119,0.0126,0.0126,2.4351e+03,530.5493,2.9274e+03,581.4901,28.4389,9.2589,2.3047e+04,8.8674,326.9741,2.3003e+04,3.5804e+04,418.8178,65.3184,9.7174e+03,-9.6577e+03
2.5119,0.0126,0.0251,2.4203e+03,531.9365,2.8978e+03,585.3186,24.8818,8.1935,2.2840e+04,14.5498,487.6499,2.3229e+04,3.5312e+04,426.8417,62.6049,9.8939e+03,-9.8349e+03
2.5119,0.0126,0.0501,2.4119e+03,532.7068,2.8806e+03,588.1386,23.2309,9.0778,2.2727e+04,17.5911,575.0210,2.3338e+04,3.5050e+04,431.0329,61.2816,9.9856e+03,-9.9273e+03
2.5119,0.0126,0.1000,2.4073e+03,533.0948,2.8714e+03,589.5968,22.4696,9.8328,2.2667e+04,19.1547,620.2927,2.3390e+04,3.4913e+04,433.1788,60.6243,1.0033e+04,-9.9746e+03
2.5119,0.0251,1.0000e-04,2.3772e+03,490.2694,2.5435e+03,391.4127,207.4421,243.8789,3.4080e+04,305.7938,7.3124e+03,1.0450e+04,5.6199e+04,92.4408,361.6830,2.0966e+03,-2.0922e+03
2.5119,0.0251,1.9953e-04,2.5612e+03,554.4126,2.6433e+03,422.3204,182.2888,210.3913,3.2006e+04,250.6547,5.9376e+03,1.2909e+04,5.2916e+04,139.7028,297.7977,3.4731e+03,-3.4660e+03
2.5119,0.0251,3.9811e-04,2.6166e+03,551.5807,2.7817e+03,478.1974,145.0910,159.8971,2.9536e+04,178.3657,4.2952e+03,1.5836e+04,4.8744e+04,209.6483,222.1450,5.1206e+03,-5.1047e+03
2.5119,0.0251,7.9433e-04,2.5860e+03,536.6139,2.9265e+03,547.2860,106.2029,107.1861,2.7141e+04,108.2026,2.7120e+03,1.8485e+04,4.4402e+04,281.8498,153.2016,6.7126e+03,-6.6828e+03
2.5119,0.0251,0.0016,2.5322e+03,530.1036,3.0144e+03,584.9190,74.4741,64.0847,2.5196e+04,54.5069,1.4255e+03,2.0479e+04,4.0624e+04,341.3312,105.6448,8.0107e+03,-7.9667e+03
0.0100,0.0501,0.0251,2.3924e+03,533.9056,2.8402e+03,593.1037,27.9460,11.5864,6.9314e+03,23.8753,751.2799,93.4871,136.9935,439.6707,58.8845,1.0168e+04,-1.0109e+04
2.5119,0.0251,0.0032,2.4842e+03,528.6735,3.0086e+03,582.4465,52.3669,33.9778,2.3887e+04,19.5447,517.2634,2.1838e+04,3.7870e+04,383.8065,80.2270,8.9414e+03,-8.8875e+03
2.5119,0.0251,0.0063,2.4474e+03,529.8328,2.9549e+03,579.3286,38.6311,16.0962,2.3149e+04,4.3225,193.9380,2.2680e+04,3.6176e+04,410.8514,68.3127,9.5371e+03,-9.4786e+03
