ineff,eff,alpha,NTU,C_r,T_C_out,T_H_out,m_dot_C,m_dot_H,ConvSteps,run
0.0020,0.9980,0.9000,63.0960,0.7000,645.63,223.64,0.0275,0.0392,200,1196
0.0170,0.9830,0.9000,63.0960,0.8000,637.47,183,0.0274,0.0345,200,1197
0.0221,0.9779,0.9000,63.0960,0.9000,620.48,136.63,0.0268,0.0306,200,1198
0.0664,0.9336,0.9,63.096,1.0,597.77,104.12,0.027,0.0281,200,1199
0.892,0.108,1.0,63.096,0.0,114.65,50.0,0.0275,211.1453,200,1200
-0.0089,1.0089,1.0,63.096,0.1,650.0,588.49,0.0276,0.2751,200,1201
-0.006,1.006,1.0,63.096,0.2,650.0,530.81,0.0271,0.1376,200,1202
0.0022,0.9978,1.0,63.096,0.3,650.0,470.77,0.0275,0.0916,200,1203
0.0015,0.9985,1.0,63.096,0.4,649.96,409.32,0.0275,0.0686,200,1204
0.0043,0.9957,1.0,63.096,0.5,649.66,358.05,0.0273,0.0556,200,1205
0.003,0.997,1.0,63.096,0.6,647.54,291.18,0.0275,0.0459,200,1206
0.0094,0.9906,1.0,63.096,0.7,641.14,232.94,0.0275,0.0392,200,1207
0.0332,0.9668,1.0,63.096,0.8,629.61,186.09,0.0275,0.0344,200,1208
0.0647,0.9353,1.0,63.096,0.9,610.72,145.21,0.0275,0.0306,200,1209
0.1073,0.8927,1.0,63.096,1.0,583.51,111.11,0.0275,0.0274,200,1210
0.6198,0.3802,0.0,100.0,0.0,272.84,50.0,0.0169,75.3488,200,1211
0.0093,0.9907,0.0,100.0,0.1,650.0,591.42,0.0171,0.1737,200,1212
0.0126,0.9874,0.0,100.0,0.2,650.0,533.72,0.0171,0.0867,200,1213
-0.0046,1.0046,0.0,100.0,0.3,650.0,469.14,0.0173,0.0578,14,1214
-0.004,1.004,0.0,100.0,0.4,650.0,409.02,0.0173,0.0434,14,1215
-0.0034,1.0034,0.0,100.0,0.5,650.0,348.97,0.0173,0.0347,14,1216
-0.0027,1.0027,0.0,100.0,0.6,650.0,289.01,0.0173,0.0289,14,1217
0.0058,0.9942,0.0,100.0,0.7,650.0,236.14,0.0172,0.0247,200,1218
-0.0109,1.0109,0.0,100.0,0.8,650.0,161.69,0.0175,0.0214,200,1219
-0.0011,1.0011,0.0,100.0,0.9,649.98,109.39,0.0173,0.0193,200,1220
0.0088,0.9912,0.0,100.0,1.0,639.09,56.174,0.0174,0.0171,200,1221
0.9113,0.0887,0.1,100.0,0.0,102.76,50.0,0.0173,135.1968,200,1222
0.0132,0.9868,0.1,100.0,0.1,650.0,592.23,0.0169,0.1724,200,1223
0.0106,0.9894,0.1,100.0,0.2,650.0,531.58,0.0173,0.0864,200,1224
0.029,0.971,0.1,100.0,0.3,650.0,480.05,0.0169,0.0576,200,1225
-0.0196,1.0196,0.1,100.0,0.4,650.0,410.77,0.017,0.0432,200,1226
-0.00018323,1.0002,0.1,100.0,0.5,650.0,349.45,0.0174,0.0345,27,1227
0.0166,0.9834,0.1,100.0,0.6,650.0,302.27,0.017,0.0286,200,1228
0.0232,0.9768,0.1,100.0,0.7,650.0,244.86,0.0171,0.0249,200,1229
0.0257,0.9743,0.1,100.0,0.8,650.0,183.61,0.0173,0.0216,200,1230
-0.0169,1.0169,0.1,100.0,0.9,649.95,114.53,0.0169,0.0189,200,1231
0.0043,0.9957,0.1,100.0,1.0,640.72,56.803000000000004,0.0173,0.0172,200,1232
0.9033,0.0967,0.2,100.0,0.0,109.64,50.0,0.0176,191.9557,200,1233
0.0127,0.9873,0.2,100.0,0.1,650.0,590.38,0.0175,0.1728,200,1234
0.0165,0.9835,0.2,100.0,0.2,650.0,536.37,0.0167,0.0864,200,1235
0.0043,0.9957,0.2,100.0,0.3,650.0,473.25,0.0171,0.0576,200,1236
-0.0103,1.0103,0.2,100.0,0.4,650.0,401.77,0.0178,0.0431,200,1237
-0.0023,1.0023,0.2,100.0,0.5,650.0,348.34,0.0174,0.0344,200,1238
-0.0174,1.0174,0.2,100.0,0.6,650.0,273.0,0.0179,0.0288,200,1239
-0.0155,1.0155,0.2000,100,0.7000,650,226.51,0.0172,0.0247,200,1240
0.0101,0.9899,0.2000,100,0.8000,650,179.6,0.0172,0.0216,200,1241
6.6613e-04,0.9993,0.2000,100,0.9000,649.67,109.95,0.0173,0.0192,13,1242
0.015,0.985,0.2,100.0,1.0,637.87,62.041000000000004,0.0174,0.0173,20,1243
1.0105,-0.0105,0.3,100.0,0.0,0.0,0.0,0.0175,231.1179,200,1244
-0.0011,1.0011,0.3,100.0,0.1,650.0,590.86,0.0171,0.1729,200,1245
-0.0013,1.0013,0.3,100.0,0.2,650.0,529.75,0.0174,0.0864,19,1246
-0.00070782,1.0007,0.3,100.0,0.3,650.0,469.69,0.0174,0.0576,17,1247
0.00084596,0.9992,0.3,100.0,0.4,650.0,404.28,0.0178,0.0432,200,1248
-0.0072,1.0072,0.3,100.0,0.5,650.0,350.59,0.0172,0.0346,200,1249
-0.0157,1.0157,0.3,100.0,0.6,650.0,294.96,0.0168,0.0288,200,1250
0.0033,0.9967,0.3,100.0,0.7,650.0,221.62,0.0179,0.0247,200,1251
-0.0021,1.0021,0.3,100.0,0.8,649.95,157.41,0.0178,0.0216,200,1252
-0.0038,1.0038,0.3,100.0,0.9,649.08,121.44,0.0169,0.0193,200,1253
0.017,0.983,0.3,100.0,1.0,623.76,61.998000000000005,0.0175,0.0171,200,1254
1.0117,-0.0117,0.4,100.0,0.0,0.0,0.0,0.0176,270.104,200,1255
-0.003,1.003,0.4,100.0,0.1,650.0,589.77,0.0174,0.1731,43,1256
-0.0396,1.0396,0.4,100.0,0.2,650.0,523.52,0.0176,0.0865,200,1257
-0.012,1.012,0.4,100.0,0.3,650.0,465.55,0.0176,0.0576,200,1258
0.0068,0.9932,0.4,100.0,0.4,650.0,406.31,0.0177,0.0431,200,1259
-0.00014108,1.0001,0.4,100.0,0.5,650.0,349.59,0.0173,0.0345,13,1260
0.0026,0.9974,0.4,100.0,0.6,650.0,292.16,0.0173,0.0289,200,1261
-4.8372e-05,1.0,0.4,100.0,0.7,650.0,229.62,0.0174,0.0247,67,1262
-0.00077241,1.0008,0.4,100.0,0.8,649.79,167.27,0.0174,0.0216,200,1263
0.0055,0.9945,0.4,100.0,0.9,648.17,132.3,0.0169,0.0193,200,1264
0.0333,0.9667,0.4,100.0,1.0,631.19,74.843,0.0172,0.0173,200,1265
0.8892,0.1108,0.5,100.0,0.0,116.47,50.0,0.0174,299.4178,200,1266
-0.0036,1.0036,0.5,100.0,0.1,650.0,589.74,0.0174,0.1731,47,1267
0.0289,0.9711,0.5,100.0,0.2,650.0,537.77,0.0167,0.0866,200,1268
-0.0148,1.0148,0.5,100.0,0.3,650.0,466.01,0.0175,0.0577,200,1269
-0.0135,1.0135,0.5000,100,0.4000,650,403.13,0.0176,0.0433,200,1270
-0.0097,1.0097,0.5000,100,0.5000,650,352.35,0.0173,0.0347,200,1271
-0.0125,1.0125,0.5000,100,0.6000,650,293.88,0.0170,0.0289,200,1272
0.0044,0.9956,0.5000,100,0.7000,649.98,238.12,0.0173,0.0248,200,1273
-0.0092,1.0092,0.5000,100,0.8000,649.39,171.05,0.0173,0.0218,200,1274
0.0105,0.9895,0.5,100.0,0.9,643.78,115.34,0.0173,0.0192,13,1275
0.0405,0.9595,0.5,100.0,1.0,621.87,73.953,0.0173,0.0174,200,1276
1.0146,-0.0146,0.6000,100,0,0,0,0.0176,327.1321,200,1277
0.0176,0.9824,0.6,100.0,0.1,650.0,590.84,0.0174,0.1731,200,1278
-0.0021,1.0021,0.6,100.0,0.2,650.0,529.66,0.0174,0.0866,66,1279
0.0215,0.9785,0.6,100.0,0.3,650.0,477.37,0.017,0.0575,200,1280
-0.0057,1.0057,0.6,100.0,0.4,650.0,403.68,0.0176,0.0433,200,1281
0.0245,0.9755,0.6,100.0,0.5,650.0,349.57,0.0178,0.0346,200,1282
0.0308,0.9692,0.6,100.0,0.6,650.0,312.54,0.0168,0.0288,200,1283
5.1003e-05,0.9999,0.6,100.0,0.7,649.89,229.74,0.0174,0.0247,40,1284
0.0072,0.9928,0.6,100.0,0.8,648.55,174.08,0.0172,0.0216,200,1285
0.0261,0.9739,0.6,100.0,0.9,642.22,123.69,0.0174,0.0192,200,1286
0.0452,0.9548,0.6,100.0,1.0,608.41,75.944,0.0171,0.0172,200,1287
1.0157,-0.0157,0.7,100.0,0.0,0.0,0.0,0.0177,353.493,200,1288
-0.0145,1.0145,0.7,100.0,0.1,650.0,589.27,0.0174,0.1733,200,1289
-0.0087,1.0087,0.7000,100,0.2000,650,525.16,0.0178,0.0866,200,1290
-0.0448,1.0448,0.7,100.0,0.3,650.0,463.41,0.0171,0.0578,200,1291
-0.0225,1.0225,0.7,100.0,0.4,650.0,417.97,0.0167,0.0435,200,1292
-0.0020,1.0020,0.7000,100,0.5000,650,362.13,0.0166,0.0344,200,1293
0.0031,0.9969,0.7,100.0,0.6,649.97,284.46,0.0175,0.0294,200,1294
0.0129,0.9871,0.7000,100,0.7000,649.67,239.69,0.0172,0.0250,200,1295
0.0214,0.9786,0.7000,100,0.8000,647.45,185.73,0.0172,0.0216,200,1296
0.0065,0.9935,0.7000,100,0.9000,634.97,122.6,0.0171,0.0189,200,1297
0.0485,0.9515,0.7000,100,1,613.42,88.313,0.0172,0.0173,200,1298
1.0167,-0.0167,0.8000,100,0,0,0,0.0177,378.2745,200,1299
-0.0142,1.0142,0.8000,100,0.1000,650,591.49,0.0167,0.1734,200,1300
7.1495e-04,0.9993,0.8000,100,0.2000,650,538.72,0.0166,0.0870,200,1301
-0.0430,1.0430,0.8000,100,0.3000,650,455.85,0.0180,0.0579,200,1302
-7.7099e-04,1.0008,0.8000,100,0.4000,650,408.4,0.0174,0.0432,200,1303
-7.2480e-04,1.0007,0.8000,100,0.5000,649.99,349.6,0.0174,0.0347,137,1304
-1.9663e-04,1.0002,0.8000,100,0.6000,649.83,289.73,0.0174,0.0289,200,1305
-0.0213,1.0213,0.8000,100,0.7000,648.64,238.02,0.0171,0.0251,200,1306
0.0235,0.9765,0.8000,100,0.8000,641.86,166.55,0.0177,0.0215,200,1307
0.0368,0.9632,0.8,100.0,0.9,627.87,129.75,0.0174,0.0193,163,1308
0.0716,0.9284,0.8000,100,1,605.93,98.122,0.0179,0.0174,200,1309
1.0180,-0.0180,0.9000,100,0,0,0,0.0173,402.9678,200,1310
-0.0342,1.0342,0.9,100.0,0.1,650.0,584.8,0.0182,0.1735,200,1311
-0.0034,1.0034,0.9,100.0,0.2,650.0,529.51,0.0174,0.0867,139,1312
0.0119,0.9881,0.9000,100,0.3000,650,466.74,0.0171,0.0577,200,1313
-0.0032,1.0032,0.9000,100,0.4000,649.99,389.01,0.0174,0.0422,200,1314
-0.0625,1.0625,0.9000,100,0.5000,649.93,347.42,0.0166,0.0347,200,1315
-0.0219,1.0219,0.9000,100,0.6000,648.82,276.63,0.0175,0.0287,200,1316
0.0189,0.9811,0.9,100.0,0.7,645.51,232.33,0.0177,0.0249,200,1317
0.0228,0.9772,0.9,100.0,0.8,636.12,180.76,0.0174,0.0217,200,1318
0.0587,0.9413,0.9,100.0,0.9,610.22,124.77,0.0178,0.0192,200,1319
0.1051,0.8949,0.9,100.0,1.0,582.22,95.054,0.0174,0.017,200,1320
0.8641,0.1359,1.0,100.0,0.0,131.66,50.0,0.0177,211.1453,200,1321
-0.0087,1.0087,1.0,100.0,0.1,650.0,589.44,0.0174,0.1736,200,1322
-0.0067,1.0067,1.0,100.0,0.2,650.0,528.48,0.0174,0.087,200,1323
-0.0051,1.0051,1.0,100.0,0.3,650.0,469.12,0.0174,0.0579,193,1324
-0.0038,1.0038,1.0,100.0,0.4,649.96,409.15,0.0174,0.0434,200,1325
-0.0017,1.0017,1.0,100.0,0.5,649.51,350.37,0.0173,0.0346,200,1326
-0.005,1.005,1.0,100.0,0.6,646.72,284.69,0.0175,0.0289,200,1327
0.0179,0.9821,1.0,100.0,0.7,640.65,239.17,0.0173,0.0248,200,1328
0.0342,0.9658,1.0,100.0,0.8,627.88,189.85,0.0174,0.0219,200,1329
0.0707,0.9293,1.0,100.0,0.9,606.57,148.72,0.0174,0.0193,200,1330
0.1131,0.8869,1.0,100.0,1.0,581.21,118.61,0.0174,0.0174,200,1331
